entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
6487,1,1,5701659,6,,57,10,1,10,,
6491,2,2,5702685,5,,57,6,1,6,,
6489,3,3,5708671,8,,57,4,1,4,,
6492,4,4,5735077,7,,57,3,1,3,,
6498,5,5,5756356,4,,57,2,1,2,,
6496,6,6,5785975,18,,57,1,1,1,,
6497,7,7,5787947,17,,57,0,1,0,,
6486,8,8,,3,,56,0,1,0,,
6505,9,DNF,,19,,48,0,1,0,,Gearbox
6502,10,DNF,,21,,42,0,1,0,,Gearbox
6493,11,DNF,,10,,28,0,1,0,,Suspension
6495,12,DNF,,14,,27,0,1,0,,Transmission
6503,13,DNF,,22,,25,0,1,0,,Collision
6501,14,DNF,,12,,25,0,1,0,,Collision
6500,15,DNF,,20,,23,0,1,0,,Wheel
6484,16,DNF,,1,,21,0,1,0,,Throttle
6488,17,DNF,,15,,20,0,1,0,,Spun off
6485,18,DNF,,2,,13,0,1,0,,Hydraulics
6504,19,DNF,,11,,13,0,1,0,,Accident
6490,20,DNF,,9,,0,0,1,0,,Collision
6494,21,DNF,,16,,0,0,1,0,,Gearbox
6499,22,DNS,,13,,,0,1,0,,Fire
