entrantId,positionOrder,positionText,laps,time
5955,1,1,,104159
5954,2,2,,104977
5959,3,3,,105128
5970,4,4,,105822
5972,5,5,,106666
5968,6,6,,107258
5951,7,7,,107467
5966,8,8,,107640
5969,9,9,,108136
5956,10,10,,108373
5950,11,11,,108378
5957,12,12,,108428
5958,13,13,,108911
5948,14,14,,109140
5952,15,15,,109170
5977,16,16,,109377
5971,17,17,,110301
5973,18,18,,110856
5961,19,19,,111330
5974,20,20,,112051
5946,21,21,,113253
5960,22,22,,115888
5962,23,23,,116514
5964,24,24,,119873
5967,25,25,,122361
5978,26,26,,126646
