entrantId,positionOrder,positionText,laps,time
5955,1,1,,85385
5954,2,2,,86363
5950,3,3,,87710
5970,4,4,,87724
5959,5,5,,88348
5969,6,6,,88784
5961,7,7,,88999
5946,8,8,,89215
5972,9,9,,89298
5960,10,10,,89584
5974,11,11,,89749
5966,12,12,,89767
5948,13,13,,89970
5971,14,14,,90091
5967,15,15,,90191
5956,16,16,,90332
5947,17,17,,90402
5957,18,18,,90403
5962,19,19,,90591
5973,20,20,,90658
5977,21,21,,90813
5958,22,22,,90866
5964,23,23,,90920
5952,24,24,,91016
5978,25,25,,91080
5968,26,26,,91266
5965,27,27,,91564
5949,28,28,,92125
5953,29,29,,92928
5951,30,30,,271578
