entrantId,positionOrder,positionText,laps,time
5955,1,1,,83998
5954,2,2,,85425
5970,3,3,,86685
5969,4,4,,87297
5950,5,5,,87665
5961,6,6,,87869
5959,7,7,,87872
5951,8,8,,88016
5960,9,9,,88227
5948,10,10,,88358
5946,11,11,,88403
5956,12,12,,88527
5972,13,13,,88536
5957,14,14,,88610
5966,15,15,,88625
5962,16,16,,88640
5978,17,17,,89075
5974,18,18,,89093
5964,19,19,,89298
5967,20,20,,89480
5971,21,21,,89601
5958,22,22,,89603
5952,23,23,,90121
5973,24,24,,90252
5977,25,25,,90335
5968,26,26,,90505
5953,27,27,,90613
5965,28,28,,90793
5949,29,29,,90816
5947,30,30,,91573
