entrantId,positionOrder,positionText,time,laps
7314,1,1,90125,18
7313,2,2,90337,24
7311,3,3,90449,23
7283,4,4,90549,22
7312,5,5,90724,23
7290,6,6,91104,20
7294,7,7,91231,24
7293,8,8,91337,24
7297,9,9,91392,14
7291,10,10,91542,27
7284,11,11,91566,22
7300,12,12,91810,24
7296,13,13,91853,25
7287,14,14,91902,24
7303,15,15,91903,25
7299,16,16,91997,23
7288,17,17,92134,22
7309,18,18,92169,28
7302,19,19,92619,27
7306,20,20,94637,10
