entrantId,lap,time,timeOfDay,annotation
7144,7,31810,15:22:13,Ten-second stop-go penalty
7138,9,33887,15:25:39,
7145,12,23739,15:28:19,
7141,13,24326,15:30:14,
7137,14,23870,15:31:32,
7132,15,24741,15:33:04,
7130,16,23964,15:33:21,
7146,16,24874,15:34:04,
7129,17,24542,15:34:32,
7131,17,24263,15:34:47,
7147,17,24020,15:35:01,
7139,17,24237,15:35:35,
7133,17,24291,15:35:35,
7136,19,24241,15:37:54,
7144,19,25170,15:38:41,
7128,20,26817,15:39:35,
7135,21,29379,15:40:40,
7142,23,24663,15:43:06,
7138,34,31104,15:59:55,
7134,37,24296,16:01:40,
7143,47,24111,16:15:05,
7144,49,25563,16:18:49,
7140,50,25213,16:18:53,
7138,59,24852,16:33:18,
7132,68,24568,16:43:24,
7128,72,25438,16:48:42,
