entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
6352,1,1,5660507,1,,65,10,1,10,,
6353,2,2,5712495,7,,65,6,1,6,,
6375,3,3,5725744,3,,65,4,1,4,,
6356,4,4,5782256,5,,65,3,1,3,,
6365,5,5,,6,,64,2,1,2,,
6373,6,6,,15,,64,1,1,1,,
6364,7,7,,8,,64,0,1,0,,
6377,8,8,,12,,64,0,1,0,,
6382,9,9,,11,,64,0,1,0,,
6355,10,10,,13,,64,0,1,0,,
6360,11,11,,14,,63,0,1,0,,
6363,12,12,,16,,63,0,1,0,,
6376,13,13,,20,,63,0,1,0,,
6370,14,14,,19,,62,0,1,0,,
6362,15,15,,22,,61,0,1,0,,
6354,16,DNF,,17,,56,0,1,0,,Engine
6357,17,DNF,,4,,54,0,1,0,,Gearbox
6359,18,DNF,,9,,53,0,1,0,,Fuel system
6361,19,DNF,,18,,43,0,1,0,,Transmission
6366,20,DNF,,24,,43,0,1,0,,Fire
6369,21,DNF,,25,,39,0,1,0,,Overheating
6374,22,DNF,,2,,25,0,1,0,,Engine
6371,23,DNF,,21,,21,0,1,0,,Gearbox
6378,24,DNF,,10,,18,0,1,0,,Handling
6368,25,DNF,,26,,17,0,1,0,,Gearbox
6367,26,DNS,,23,,,0,1,0,,
