entrantId,positionOrder,positionText,laps,time
6288,1,1,10,72872
6287,2,2,12,72916
6308,3,3,17,73653
6309,4,4,11,73665
6291,5,5,8,73744
6290,6,6,12,73825
6302,7,7,10,73834
6293,8,8,13,74096
6295,9,9,18,74116
6310,10,10,11,74148
6294,11,11,12,74197
6316,12,12,11,74235
6304,13,13,14,74607
6289,14,14,16,74637
6296,15,15,6,74760
6299,16,16,16,74768
6303,17,17,11,74921
6315,18,18,16,75040
6292,19,19,3,75512
6311,20,20,12,75783
6306,21,21,11,75876
6301,22,22,12,76183
6305,23,23,6,76635
6298,24,24,18,76764
6297,25,25,16,76775
6312,26,26,10,77110
