entrantId,positionOrder,positionText,laps,time
6287,1,1,5,72048
6308,2,2,11,72184
6295,3,3,11,72444
6292,4,4,11,72681
6290,5,5,10,72751
6310,6,6,12,72797
6304,7,7,9,73016
6296,8,8,11,73090
6299,9,9,2,73172
6289,10,10,11,73411
6302,11,11,10,73550
6303,12,12,11,73756
6315,13,13,11,73932
6309,14,14,10,74163
6305,15,15,7,74204
6301,16,16,9,74271
6298,17,17,9,74424
6306,18,18,7,74667
6311,19,19,11,74748
6297,20,20,9,75146
6312,21,21,7,76356
6313,22,22,7,77450
6314,23,23,5,78571
6288,24,24,4,79304
6316,25,25,2,332428
