entrantId,positionOrder,positionText,laps,time
6122,1,1,,81245
6126,2,2,,81247
6123,3,3,,81346
6127,4,4,,81372
6170,5,5,,81825
6171,6,6,,81890
6176,7,7,,82553
6162,8,8,,82726
6177,9,9,,83447
6125,10,10,,83701
6143,11,11,,83789
6153,12,12,,83921
6124,13,13,,84265
6141,14,14,,84282
6157,15,15,,84400
6156,16,16,,84643
6142,17,17,,84725
6136,18,18,,84755
6135,19,19,,85023
6168,20,20,,85177
6144,21,21,,85223
6169,22,22,,85420
6149,23,23,,85871
6154,24,24,,85934
6132,25,25,,85941
6159,26,26,,86805
6173,27,27,,86829
6155,28,28,,87099
6166,29,29,,87198
6150,30,30,,494470
