entrantId,lap,time,timeOfDay,annotation
6430,6,33789,14:17:10,
6434,7,33457,14:19:25,
6431,8,33106,14:21:58,
6433,8,30868,14:22:08,
6435,9,31865,14:24:07,
6445,9,34937,14:24:28,
6439,10,35226,14:26:01,
6428,10,33567,14:26:13,
6454,10,32551,14:28:58,
6442,11,33361,14:28:23,
6437,11,29365,14:28:29,
6444,11,31889,14:28:33,
6430,11,31396,14:28:41,
6446,11,46954,14:28:50,
6438,11,32267,14:29:24,
6436,12,29954,14:30:32,
6429,12,40757,14:30:36,
6452,12,31371,14:30:53,
6456,12,31686,14:31:02,
6449,13,41139,14:32:55,
6432,14,31704,14:33:45,
6428,16,32360,14:39:42,
6434,23,31889,14:53:00,
6431,24,32017,14:55:19,
6435,24,34233,14:55:29,
6432,29,30615,15:04:06,
6436,29,30117,15:05:00,
6445,29,31954,15:05:50,
6446,29,31202,15:06:54,
6433,30,30168,15:07:30,
6449,30,30281,15:08:09,
6454,30,30138,15:11:20,
6439,31,29509,15:08:50,
6442,31,29458,15:09:07,
6430,31,30391,15:09:11,
6434,32,32566,15:11:04,
6429,33,31908,15:13:26,
6435,34,27346,15:15:24,
6452,34,29016,15:15:47,
6428,34,30888,15:16:30,
6434,38,28206,15:23:15,
