sessionId,entrantId,positionOrder,positionText,laps,time
2020-09-FP3,7203,1,1,17,76530
2020-09-FP3,7199,2,2,10,76547
2020-09-FP3,7200,3,3,14,76613
2020-09-FP3,7194,4,4,10,77112
2020-09-FP3,7191,5,5,14,77226
2020-09-FP3,7192,6,6,14,77341
2020-09-FP3,7193,7,7,15,77488
2020-09-FP3,7196,8,8,11,77538
2020-09-FP3,7197,9,9,17,77627
2020-09-FP3,7190,10,10,19,77635
2020-09-FP3,7198,11,11,13,77746
2020-09-FP3,7201,12,12,19,77768
2020-09-FP3,7204,13,13,15,77812
2020-09-FP3,7189,14,14,17,77843
2020-09-FP3,7195,15,15,17,78039
2020-09-FP3,7188,16,16,16,78072
2020-09-FP3,7185,17,17,12,78142
2020-09-FP3,7187,18,18,15,78186
2020-09-FP3,7186,19,19,19,78826
2020-09-FP3,7202,20,20,1,
