entrantId,lap,time,timeOfDay,annotation
7189,1,30623,15:15:33,
7187,1,33583,15:15:41,
7203,7,17560,15:28:34,Red flag
7200,7,17536,15:28:37,Red flag
7193,7,17516,15:28:38,Red flag
7196,7,17591,15:28:39,Red flag
7194,7,17625,15:28:41,Red flag
7185,7,17464,15:28:42,Red flag
7192,7,17531,15:28:44,Red flag
7186,7,17845,15:28:45,Red flag
7197,7,17522,15:28:47,Red flag
7202,7,18399,15:28:49,Red flag
7198,7,17455,15:28:49,Red flag
7189,7,17594,15:28:51,Red flag
7187,7,17516,15:28:52,Red flag
7190,7,24781,15:28:53,Red flag
7203,8,1436402,15:31:11,Red flag
7200,8,1436696,15:31:13,Red flag
7193,8,1436871,15:31:15,Red flag
7196,8,1438719,15:31:16,Red flag
7194,8,1439578,15:31:17,Red flag
7185,8,1441000,15:31:19,Red flag
7192,8,1441547,15:31:21,Red flag
7186,8,1445614,15:31:22,Red flag
7197,8,1445955,15:31:24,Red flag
7202,8,1447186,15:31:28,Red flag
7189,8,1450186,15:31:30,Red flag
7187,8,1449513,15:31:32,Red flag
7190,8,1450651,15:31:34,Red flag
7193,21,23469,16:15:31,
7185,27,22777,16:23:46,
7189,27,33281,16:24:17,
7192,28,23088,16:25:26,
7187,28,22995,16:25:43,
7190,28,23720,16:25:52,
7186,29,24137,16:26:50,
7197,29,23113,16:26:55,
7202,29,23638,16:27:04,
7194,30,22846,16:27:59,
7203,31,23111,16:29:09,
7200,32,22445,16:30:24,
7196,32,22387,16:30:50,
7193,37,23367,16:38:26,
7189,42,28960,16:45:58,
7190,42,24002,16:46:13,
7203,43,23199,16:46:01,
7185,43,22963,16:46:24,
7196,43,22822,16:46:29,
7192,43,23002,16:46:45,
7186,43,24820,16:46:51,
7197,43,22745,16:47:06,
7202,43,23367,16:47:25,
7187,43,22489,16:47:29,
7200,44,22800,16:47:42,Red flag
7189,44,1180725,16:50:29,Red flag
7190,44,1181863,16:50:31,Red flag
7200,45,1300911,16:50:26,Red flag
7203,45,1302010,16:50:27,Red flag
7185,45,1299801,16:50:33,Red flag
7196,45,1302435,16:50:35,Red flag
7192,45,1299712,16:50:40,Red flag
7186,45,1292871,16:50:53,Red flag
7197,45,1290227,16:50:58,Red flag
7193,45,1285145,16:51:08,Red flag
7202,45,1269095,16:51:28,Red flag
7187,45,1266590,16:51:32,Red flag
