entrantId,lap,time,timeOfDay,annotation
7175,1,30587,14:15:50,
7157,1,36031,14:16:36,
7176,2,38193,14:18:23,
7175,2,30177,14:18:29,
7160,9,25038,14:31:21,Drive-through
7169,16,34264,14:43:01,
7158,20,29290,14:49:42,
7172,21,30103,14:51:18,
7164,22,29548,14:52:17,
7163,23,30271,14:54:44,
7159,26,29860,14:58:48,
7180,26,29935,15:00:10,
7183,27,30509,15:01:41,
7165,27,30168,15:01:45,
7168,27,30753,15:01:53,
7173,27,29857,15:02:17,
7176,27,30227,15:02:19,
7160,27,36512,15:02:26,
7171,28,29751,15:02:28,
7174,28,29436,15:02:47,
7170,28,29978,15:03:24,
7181,29,29854,15:06:07,
7169,29,29786,15:06:25,
7168,29,29571,15:06:31,
7164,30,29401,15:07:30,
