entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
6964,1,1,6193701,1,,55,25,1,25,,
6970,2,2,6197925,9,,55,18,1,18,,
6971,3,3,6198628,3,,55,15,1,15,,
6974,4,4,6217815,7,,55,12,1,12,,
6973,5,5,6218956,2,,55,10,1,10,,
6966,6,6,6219890,5,,55,8,1,8,,
6972,7,7,6220399,4,,55,6,1,6,,
6968,8,8,6225963,11,,55,4,1,4,,
6967,9,9,6228091,6,,55,2,1,2,,
6969,10,10,6228856,10,,55,1,1,1,,
6975,11,11,6229691,8,,55,0,1,0,,
6979,12,12,6240750,17,,55,0,1,0,,
6978,13,13,6243714,18,,55,0,1,0,,
6982,14,14,6257279,19,,55,0,1,0,,
6983,15,15,6258202,20,,55,0,1,0,,
6984,16,16,6261671,22,3,55,0,1,0,,
6985,17,17,6266599,21,,55,0,1,0,,
6980,18,18,,16,,53,0,1,0,,Brakes
6981,19,19,,12,,52,0,1,0,,Brakes
6977,20,20,,14,,50,0,1,0,,Collision damage
6965,21,DNF,,13,10,36,0,1,0,,Collision
6976,22,DNF,,15,,24,0,1,0,,Accident
