sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
2014-09-R,7017,1,1,8812094,6,,52,25,1,25,,,
2014-09-R,7018,2,2,8842229,14,,52,18,1,18,30135,,
2014-09-R,6999,3,3,8858589,8,,52,15,1,15,46495,,
2014-09-R,7013,4,4,8859484,3,,52,12,1,12,47390,,
2014-09-R,6998,5,5,8865958,2,,52,10,1,10,53864,,
2014-09-R,7008,6,6,8872040,16,,52,8,1,8,59946,,
2014-09-R,7011,7,7,8874657,5,,52,6,1,6,"01:02,56",,
2014-09-R,7016,8,8,8900786,4,,52,4,1,4,"01:28,69",,
2014-09-R,7015,9,9,8901434,9,,52,2,1,2,"01:29,34",,
2014-09-R,7014,10,10,,10,,51,1,1,1,+1 lap,,
2014-09-R,7006,11,11,,7,,51,0,1,0,+1 lap,,
2014-09-R,7003,12,12,,11,,51,0,1,0,+1 lap,,
2014-09-R,7019,13,13,,13,,51,0,1,0,+1 lap,,
2014-09-R,7009,14,14,,12,,51,0,1,0,+1 lap,,
2014-09-R,7005,15,15,,22,,50,0,1,0,+2 laps,,
2014-09-R,7000,16,16,,17,5,50,0,1,0,+2 laps,,
2014-09-R,7007,17,17,,20,,49,0,1,0,,,Exhaust
2014-09-R,7001,18,DNF,,1,,28,0,1,0,,,Gearbox
2014-09-R,7004,19,DNF,,21,,11,0,1,0,,,Suspension
2014-09-R,7012,20,DNF,,19,15,9,0,1,0,,,Collision damage
2014-09-R,7010,21,DNF,,15,,0,0,1,0,,,Collision damage
2014-09-R,7002,22,DNF,,18,,0,0,1,0,,,Accident
