sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1956-05-R,1405,1,1,9263400,3,,61,8,1,8,,,
1956-05-R,1404,2,2,9263700,2,,61,6,1,6,300,,
1956-05-R,1303,3,3,9353300,7,,61,4,1,4,"01:29,90",,
1956-05-R,1403,4,4,9358500,1,,61,4,1,4,"01:35,10",,
1956-05-R,1302,5,5,,13,,59,1,1,1,+2 laps,,
1956-05-R,1401,5,5,,13,,59,1,1,1,+2 laps,,
1956-05-R,1415,6,6,,12,,58,0,1,0,+3 laps,,
1956-05-R,1417,7,7,,17,,57,0,1,0,+4 laps,,
1956-05-R,1413,8,8,,14,,57,0,1,0,+4 laps,,
1956-05-R,1412,9,9,,15,,56,0,1,0,+5 laps,,
1956-05-R,1408,10,10,,6,,56,0,1,0,+5 laps,,
1956-05-R,1409,10,10,,6,,56,0,1,0,+5 laps,,
1956-05-R,1414,11,11,,19,,55,0,1,0,+6 laps,,
1956-05-R,1418,12,DNF,,20,,41,0,1,0,,,Engine
1956-05-R,1402,13,DNF,,16,,40,0,1,0,,,Engine
1956-05-R,1419,14,DNF,,11,,38,0,1,0,,,Clutch
1956-05-R,1416,15,DNF,,10,,23,0,1,0,,,Brakes
1956-05-R,1406,16,DNF,,9,,20,0,1,0,,,Gearbox
1956-05-R,1411,17,DNF,,18,,18,0,1,0,,,Throttle
1956-05-R,1302,18,DNF,,8,,12,0,1,0,,,Gearbox
1956-05-R,1408,19,DNF,,4,,5,0,1,0,,,Engine
1956-05-R,1410,20,DNS,,5,,,0,1,0,,,Injury in practice
