entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
5108,1,1,6102700,1,,14,9,1,9,,
5143,2,2,6130400,8,,14,6,1,6,,
5109,3,3,6155100,9,,14,4,1,4,,
5105,4,4,6156900,7,,14,3,1,3,,
5121,5,5,6220000,16,,14,2,1,2,,
5160,6,6,6253000,15,,14,1,1,1,,
5148,7,7,6256600,19,,14,0,1,0,,
5156,8,8,6270900,18,,14,0,1,0,,
5133,9,9,6328700,5,,14,0,1,0,,
5129,10,10,6330000,14,,14,0,1,0,,
5157,11,11,6394400,23,,14,0,1,0,,
5135,12,12,6400800,12,,14,0,1,0,,
5117,13,13,6427900,20,,14,0,1,0,,
5163,14,14,,26,,13,0,1,0,,
5159,15,15,,25,,13,0,1,0,,
5158,16,DNF,,21,,3,0,1,0,,Brakes
5106,17,DNF,,13,,1,0,1,0,,Accident
5134,18,DNF,,3,,0,0,1,0,,Accident
5104,19,DNF,,10,,0,0,1,0,,Fuel system
5122,20,DNF,,11,,0,0,1,0,,Accident
5119,21,DNF,,4,,0,0,1,0,,Clutch
5115,22,DNF,,6,,0,0,1,0,,Gearbox
5138,23,DNF,,17,,0,0,1,0,,Withdrew
5132,24,DNF,,2,,0,0,1,0,,Accident
5124,25,DNF,,24,,0,0,1,0,,Accident
5127,26,DNF,,22,,0,0,1,0,,Accident
5160,27,DNS,,,,,0,1,0,,Car seized by police
