entrantId,lap,time,timeOfDay,annotation
7192,1,24214,20:14:22,
7186,20,24885,20:35:27,
7189,23,28518,20:38:44,
7204,26,24810,20:41:34,
7195,26,25474,20:41:37,
7197,27,24101,20:42:12,
7188,27,24297,20:42:32,
7201,28,24162,20:43:07,
7191,28,25077,20:43:13,
7185,29,24474,20:44:08,
7187,31,26216,20:46:25,
7213,31,24863,20:46:36,
7211,31,27681,20:46:50,
7198,41,24414,20:55:57,
7194,42,24684,20:56:54,
7212,45,24708,20:59:22,
7192,47,24507,21:01:49,
7196,47,23874,21:01:54,
7203,49,24552,21:03:18,
7191,51,24577,21:05:56,
7197,53,24232,21:07:47,
7211,53,26393,21:09:11,
7186,54,24245,21:09:09,
7187,54,28080,21:09:21,
7204,54,24551,21:09:30,
7195,54,25466,21:09:40,
7213,54,25688,21:09:43,
7189,54,24401,21:09:49,
7201,55,24853,21:09:54,
7185,55,24695,21:09:56,
7213,59,40028,21:15:05,
7212,62,28765,21:16:30,
7203,62,52874,21:16:37,
7196,62,23645,21:17:23,
7189,62,24686,21:18:42,
7212,63,24724,21:18:22,
7187,63,24809,21:19:11,
7211,63,25780,21:20:20,
7212,78,24235,21:35:26,
