entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
7192,1,1,5475114,5,,87,25,1,25,,
7198,2,2,5485632,11,,87,18,1,18,,
7194,3,3,5486983,10,,87,15,1,15,,
7201,4,4,5487694,8,,87,12,1,12,,
7185,5,5,5488444,7,,87,10,1,10,,
7196,6,6,5488956,12,,87,8,1,8,,
7197,7,7,5489648,6,,87,6,1,6,,
7203,8,8,5490503,1,,87,4,1,4,,
7212,9,9,5493670,2,,87,3,1,3,,
7186,10,10,5494655,19,SFB,87,1,1,1,,
7191,11,11,5495641,9,,87,0,1,0,,
7187,12,12,5497725,13,,87,0,1,0,,
7204,13,13,5499225,14,,87,0,1,0,,
7189,14,14,5501267,18,,87,0,1,0,,
7195,15,15,5507484,15,,87,0,1,0,,
7213,16,16,5508788,17,,87,0,1,0,,
7211,17,17,5511972,20,SFB,87,0,1,0,,
7188,18,DNF,,16,,52,0,1,0,,Oil leak
7199,19,DNF,,3,,0,0,1,0,,Collision
7193,20,DNF,,4,,0,0,1,0,,Collision
