entrantId,positionOrder,positionText,laps,time
6374,1,1,14,97046
6357,2,2,9,97613
6364,3,3,11,97688
6352,4,4,15,97695
6365,5,5,10,97727
6373,6,6,11,97822
6375,7,7,9,98035
6353,8,8,11,98238
6382,9,9,12,98303
6356,10,10,10,98306
6385,11,11,12,98541
6371,12,12,12,98981
6377,13,13,12,99468
6383,14,14,12,99870
6384,15,15,13,100300
6354,16,16,12,100718
6370,17,17,12,101204
6366,18,18,10,101557
6355,19,19,4,101939
6360,20,20,10,102153
6367,21,21,12,102768
6368,22,22,11,102845
6369,23,23,10,104727
6361,24,24,7,107786
