entrantId,positionOrder,positionText,laps,time
6356,1,1,23,78561
6357,2,2,23,78851
6373,3,3,23,78979
6352,4,4,23,79134
6382,5,5,23,79135
6375,6,6,15,79391
6364,7,7,21,79660
6384,8,8,21,79918
6353,9,9,14,80023
6365,10,10,20,80667
6383,11,11,16,80884
6377,12,12,18,81175
6360,13,13,21,81511
6371,14,14,23,81542
6370,15,15,23,81769
6385,16,16,22,81778
6355,17,17,23,81887
6361,18,18,23,82787
6354,19,19,15,82863
6366,20,20,20,83934
6368,21,21,15,83974
6367,22,22,19,84100
6369,23,23,23,85143
6374,24,24,1,109641
