sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1962-09-R,2741,1,1,7683300,2,,82,9,1,3,,,
1962-09-R,2746,2,2,7733100,8,,82,6,1,3,49800,,
1962-09-R,2747,3,3,7733600,6,,82,4,1,4,50300,,
1962-09-R,2748,4,4,7737100,3,,82,3,1,3,53800,,
1962-09-R,2749,5,5,,4,,81,2,1,2,+1 lap,,
1962-09-R,2755,6,6,,10,,78,1,1,1,+4 laps,,
1962-09-R,2742,7,7,,7,,78,0,1,0,+4 laps,,
1962-09-R,2753,8,8,,12,,78,0,1,0,+4 laps,,
1962-09-R,2743,9,9,,17,,76,0,1,0,+6 laps,,
1962-09-R,2750,10,10,,13,,71,0,1,0,+11 laps,,
1962-09-R,2751,11,11,,16,,70,0,1,0,,,Fuel system
1962-09-R,2756,12,DNF,,14,,62,0,1,0,,,Radiator
1962-09-R,2739,13,DNF,,1,,61,0,1,0,,,Oil leak
1962-09-R,2745,14,DNF,,11,,56,0,1,0,,,Fuel leak
1962-09-R,2757,15,DNF,,15,,31,0,1,0,,,Wheel bearing
1962-09-R,2744,16,DNF,,5,,26,0,1,0,,,Engine
1962-09-R,2740,17,DNF,,9,,11,0,1,0,,,Gearbox
