entrantId,positionOrder,positionText,time,laps
7283,1,1,64440,6
7284,2,2,64933,6
7299,3,3,65010,6
7297,4,4,65084,6
7312,5,5,65136,6
7311,6,6,65245,5
7294,7,7,65258,6
7293,8,8,65347,6
7291,9,9,65366,6
7296,10,10,65912,6
