entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
4850,1,1,5358500,3,,67,9,1,9,,
4825,2,2,5361300,1,,67,6,1,6,,
4849,3,3,5361500,2,,67,4,1,4,,
4869,4,4,5361900,11,,67,3,1,3,,
4848,5,5,5395100,7,,67,2,1,2,,
4852,6,6,5403200,8,,67,1,1,1,,
4859,7,7,5430200,10,,67,0,1,0,,
4845,8,8,5435900,19,,67,0,1,0,,
4865,9,9,,18,,66,0,1,0,,
4847,10,10,,4,,66,0,1,0,,
4855,11,11,,24,,65,0,1,0,,
4861,12,12,,9,,63,0,1,0,,
4880,13,13,,21,,61,0,1,0,,
4853,14,DNF,,13,,44,0,1,0,,Oil leak
4824,15,DNF,,5,,36,0,1,0,,Transmission
4881,16,DNF,,23,,36,0,1,0,,Fuel system
4854,17,DNF,,27,,24,0,1,0,,Chassis
4862,18,DNF,,29,,6,0,1,0,,Fuel system
4879,19,DNF,,28,,0,0,1,0,,Throttle
4860,20,DNF,,17,,0,0,1,0,,Collision
4877,21,DNF,,20,,0,0,1,0,,Collision
4856,22,DNF,,25,,0,0,1,0,,Collision
4863,23,DNF,,12,,0,0,1,0,,Collision
4883,24,DNF,,14,,0,0,1,0,,Collision
4864,25,DNF,,15,,0,0,1,0,,Collision
4882,26,DNF,,6,,0,0,1,0,,Collision
4878,27,DNF,,22,,0,0,1,0,,Collision
4857,28,DNF,,26,,0,0,1,0,,Collision
4868,29,DNS,,16,,,0,1,0,,Spun off
