entrantId,positionOrder,positionText,laps,time
6629,1,1,11,94437
6630,2,2,8,95380
6649,3,3,21,95970
6651,4,4,21,96147
6632,5,5,11,96229
6634,6,6,5,96314
6641,7,7,6,96478
6631,8,8,9,96606
6637,9,9,5,97018
6636,10,10,13,97119
6633,11,11,4,97438
6644,12,12,12,97590
6635,13,13,10,97816
6639,14,14,5,97995
6638,15,15,6,98023
6650,16,16,18,98086
6642,17,17,11,98554
6643,18,18,11,98734
6652,19,19,18,98788
6645,20,20,8,98831
6646,21,21,14,99860
6647,22,22,6,101149
6648,23,23,14,102556
6640,24,24,5,102718
6653,25,25,15,103424
