entrantId,positionOrder,positionText,laps,time
6236,1,1,,102255
6235,2,2,,103376
6222,3,3,,104124
6228,4,4,,104475
6221,5,5,,104520
6226,6,6,,104778
6213,7,7,,105052
6227,8,8,,105065
6231,9,9,,105226
6209,10,10,,105728
6189,11,11,,105851
6210,12,12,,105874
6206,13,13,,105961
6190,14,14,,106068
6205,15,15,,106320
6195,16,16,,106669
6214,17,17,,107100
6240,18,18,,107353
6230,19,19,,107441
6216,20,20,,107539
6215,21,21,,107541
6239,22,22,,107833
6243,23,23,,108156
6229,24,24,,108339
6196,25,25,,108609
