entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
5518,1,1,7223660,2,,62,9,1,9,,
5517,2,2,7228100,3,,62,6,1,6,,
5541,3,3,7286740,4,,62,4,1,4,,
5528,4,4,7300690,18,,62,3,1,3,,
5526,5,5,7310080,10,,62,2,1,2,,
5538,6,6,7310490,16,,62,1,1,1,,
5537,7,7,7313910,23,,62,0,1,0,,
5523,8,8,,15,,61,0,1,0,,
5533,9,9,,12,,61,0,1,0,,
5545,10,10,,19,,61,0,1,0,,
5527,11,11,,13,,61,0,1,0,,
5521,12,12,,1,,60,0,1,0,,
5546,13,13,,24,,57,0,1,0,,
5519,14,NC,,14,,49,0,1,0,,
5536,15,NC,,6,,40,0,1,0,,
5539,16,DNF,,7,,25,0,1,0,,Turbo
5522,17,DNF,,11,,22,0,1,0,,Spun off
5529,18,DNF,,5,,20,0,1,0,,Collision
5542,19,DNF,,21,,20,0,1,0,,Accident
5540,20,DNF,,17,,19,0,1,0,,Collision
5524,21,DNF,,20,,9,0,1,0,,Engine
5534,22,DNF,,22,,0,0,1,0,,Collision
5530,23,DNF,,8,,0,0,1,0,,Collision
5535,24,DNF,,9,,0,0,1,0,,Collision
