entrantId,positionOrder,positionText,laps,time
5517,1,1,,103638
5529,2,2,,103748
5530,3,3,,104080
5518,4,4,,104094
5522,5,5,,104100
5539,6,6,,104132
5533,7,7,,104191
5521,8,8,,104364
5526,9,9,,105065
5549,10,10,,105202
5545,11,11,,105297
5541,12,12,,105357
5519,13,13,,105357
5540,14,14,,105599
5527,15,15,,105790
5535,16,16,,106059
5528,17,17,,106188
5542,18,18,,106444
5524,19,19,,106663
5534,20,20,,106706
5536,21,21,,106918
5525,22,22,,107576
5538,23,23,,107594
5546,24,24,,108143
5544,25,25,,108203
5543,26,26,,108571
5531,27,27,,109571
5548,28,28,,110226
5532,29,29,,111086
