entrantId,positionOrder,positionText,laps,time
6083,1,1,,102243
6111,2,2,,102333
6102,3,3,,102672
6084,4,4,,102745
6063,5,5,,102922
6103,6,6,,102967
6096,7,7,,103354
6094,8,8,,103509
6062,9,9,,103587
6095,10,10,,104764
6071,11,11,,104911
6068,12,12,,105202
6106,13,13,,105336
6107,14,14,,105549
6066,15,15,,105725
6113,16,16,,105818
6069,17,17,,105914
6093,18,18,,106345
6098,19,19,,106407
6097,20,20,,106603
6082,21,21,,106640
6081,22,22,,106817
6072,23,23,,106999
6104,24,24,,107558
6101,25,25,,108267
6115,26,26,,108482
6105,27,27,,108562
6099,28,28,,109360
6114,29,29,,109389
6078,30,30,,111346
