entrantId,positionOrder,positionText,laps,time
6083,1,1,,104734
6094,2,2,,104810
6084,3,3,,105514
6111,4,4,,105688
6102,5,5,,106433
6103,6,6,,106585
6063,7,7,,106892
6062,8,8,,107471
6107,9,9,,107647
6106,10,10,,107796
6096,11,11,,107994
6072,12,12,,108063
6071,13,13,,108186
6093,14,14,,108207
6095,15,15,,108459
6082,16,16,,108889
6081,17,17,,109044
6069,18,18,,109047
6115,19,19,,109509
6068,20,20,,109573
6098,21,21,,109704
6104,22,22,,109800
6114,23,23,,109850
6113,24,24,,110060
6097,25,25,,111060
6066,26,26,,111555
