entrantId,positionOrder,positionText,laps,time
7112,1,1,,91678
7097,2,2,,91864
7114,3,3,,91865
7098,4,4,,92140
7096,5,5,,93033
7104,6,6,,93507
7107,7,7,,93580
7101,8,8,,93706
7106,9,9,,93719
7103,10,10,,94220
