entrantId,positionOrder,positionText,laps,time
6291,1,1,13,80502
6332,2,2,11,81321
6294,3,3,13,81376
6329,4,4,15,81557
6331,5,5,14,81615
6310,6,6,15,81672
6289,7,7,12,81974
6299,8,8,14,82045
6306,9,9,14,82061
6292,10,10,12,82217
6300,11,11,11,82325
6295,12,12,14,82354
6325,13,13,14,82447
6324,14,14,10,82592
6323,15,15,10,82644
6328,16,16,9,82750
6333,17,17,10,82778
6296,18,18,13,82804
6305,19,19,14,83307
6290,20,20,10,83355
6302,21,21,14,83539
6321,22,22,13,83582
6327,23,23,9,84101
6301,24,24,13,84390
6311,25,25,9,84484
6330,26,26,9,85898
