entrantId,positionOrder,positionText,time,laps
7283,1,1,102417,3
7311,2,2,102500,5
7312,3,3,102909,6
7284,4,4,102925,4
7294,5,5,102976,5
7313,6,6,103061,6
7314,7,7,103112,7
7293,8,8,103375,6
7303,9,9,103376,6
7299,10,10,103395,6
7300,11,11,103427,6
7297,12,12,103806,6
7291,13,13,104088,5
7296,14,14,104332,5
7302,15,15,,-
