entrantId,positionOrder,positionText,time,laps
7311,1,1,102820,5
7283,2,2,103288,5
7313,3,3,103561,6
7312,4,4,103622,5
7314,5,5,103763,6
7294,6,6,103789,6
7284,7,7,103858,6
7293,8,8,103879,6
7299,9,9,103938,6
7303,10,10,103987,6
7302,11,11,104042,6
7296,12,12,104101,6
7300,13,13,104179,6
7291,14,14,104433,6
7297,15,15,104843,6
7288,16,16,105177,6
7287,17,17,105352,6
7309,18,18,105436,6
7290,19,19,106951,3
7306,20,20,108180,6
