entrantId,positionOrder,positionText,laps,time
6851,1,1,14,90958
6852,2,2,15,90992
6854,3,3,10,91101
6850,4,4,15,91188
6853,5,5,16,91240
6857,6,6,18,91519
6848,7,7,16,91549
6849,8,8,14,91555
6867,9,9,18,91559
6855,10,10,16,91581
6858,11,11,17,91698
6847,12,12,16,91703
6856,13,13,17,91867
6868,14,14,16,91947
6859,15,15,13,91994
6861,16,16,18,92235
6862,17,17,20,92331
6860,18,18,18,92723
6864,19,19,20,94339
6870,20,20,17,95479
6863,21,21,11,96098
6865,22,22,16,96286
6869,23,23,6,96640
6877,24,24,18,97178
