entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
6929,1,1,7226144,3,,59,25,1,25,,
6931,2,2,7235103,4,,59,18,1,18,,
6933,3,3,7241371,5,,59,15,1,15,,
6939,4,4,7245207,6,,59,12,1,12,,
6936,5,5,7260928,10,,59,10,1,10,,
6937,6,6,7261903,12,,59,8,1,8,,
6938,7,7,7262842,8,,59,6,1,6,,
6934,8,8,7268973,13,,59,4,1,4,,
6943,9,9,7271964,15,,59,2,1,2,,
6942,10,10,7276763,14,,59,1,1,1,,
6930,11,11,7293319,7,,59,0,1,0,20000,
6951,12,12,7318062,20,,59,0,1,0,,
6941,13,13,7323285,17,,59,0,1,0,,
6940,14,14,7325557,11,,59,0,1,0,,
6947,15,15,7334111,19,,59,0,1,0,,
6952,16,16,7359069,21,,59,0,1,0,20000,
6949,17,17,,24,5,58,0,1,0,,
6946,18,18,,22,5,57,0,1,0,,Engine
6948,19,19,,18,,57,0,1,0,,
6944,20,DNF,,16,,38,0,1,0,,Collision
6935,21,DNF,,9,,38,0,1,0,,Collision
6945,22,DNF,,2,,36,0,1,0,,Hydraulics
6950,23,DNF,,23,,30,0,1,0,,Accident
6932,24,DNF,,1,,22,0,1,0,,Gearbox
