entrantId,positionOrder,positionText,laps,time
6687,1,1,30,92834
6689,2,2,29,92977
6675,3,3,14,94092
6671,4,4,24,94226
6676,5,5,16,94541
6693,6,6,24,94618
6672,7,7,28,94932
6673,8,8,24,95035
6669,9,9,25,95072
6678,10,10,26,95196
6679,11,11,19,95201
6688,12,12,26,95306
6670,13,13,24,95397
6692,14,14,24,95567
6680,15,15,19,95613
6709,16,16,13,95709
6677,17,17,21,95894
6713,18,18,20,96051
6712,19,19,26,96079
6706,20,20,25,96644
6705,21,21,22,96993
6699,22,22,21,97173
6710,23,23,11,97435
6711,24,24,18,97467
