sessionId,entrantId,positionOrder,positionText,laps,time
1997-08-Q,6432,1,1,9,74548
1997-08-Q,6431,2,2,11,74749
1997-08-Q,6438,3,3,11,74755
1997-08-Q,6430,4,4,12,74800
1997-08-Q,6433,5,5,11,74860
1997-08-Q,6454,6,6,12,74957
1997-08-Q,6453,7,7,12,74986
1997-08-Q,6434,8,8,12,75228
1997-08-Q,6437,9,9,11,75270
1997-08-Q,6436,10,10,9,75339
1997-08-Q,6439,11,11,12,75453
1997-08-Q,6441,12,12,12,75857
1997-08-Q,6448,13,13,12,75876
1997-08-Q,6442,14,14,12,76018
1997-08-Q,6449,15,15,12,76149
1997-08-Q,6429,16,16,12,76536
1997-08-Q,6428,17,17,11,76729
1997-08-Q,6444,18,18,11,76941
1997-08-Q,6445,19,19,12,77256
1997-08-Q,6455,20,20,12,77538
1997-08-Q,6446,21,21,12,77563
1997-08-Q,6456,22,22,12,78280
