sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1997-08-R,6432,1,1,5930492,1,,72,10,1,10,,,
1997-08-R,6431,2,2,5954029,2,,72,6,1,6,23537,,
1997-08-R,6433,3,3,6005293,5,,72,4,1,4,"01:14,80",,
1997-08-R,6430,4,4,6012276,4,,72,3,1,3,"01:21,78",,
1997-08-R,6434,5,5,6013227,8,,72,2,1,2,"01:22,73",,
1997-08-R,6438,6,6,6020363,3,,72,1,1,1,"01:29,87",,
1997-08-R,6437,7,7,,9,,71,0,1,0,,,Collision
1997-08-R,6442,8,8,,14,,71,0,1,0,+1 lap,,
1997-08-R,6439,9,9,,11,,71,0,1,0,+1 lap,,
1997-08-R,6454,10,10,,6,,70,0,1,0,+2 laps,,
1997-08-R,6446,11,11,,21,,70,0,1,0,+2 laps,,
1997-08-R,6428,12,12,,17,,69,0,1,0,+3 laps,,
1997-08-R,6445,13,DNF,,19,,61,0,1,0,,,Electrical
1997-08-R,6453,14,DNF,,7,,60,0,1,0,,,Spun off
1997-08-R,6429,15,DNF,,16,,58,0,1,0,,,Spun off
1997-08-R,6455,16,DNF,,20,,40,0,1,0,,,Spun off
1997-08-R,6448,17,DNF,,13,,36,0,1,0,,,Engine
1997-08-R,6449,18,DNF,,15,,33,0,1,0,,,Brakes
1997-08-R,6436,19,DNF,,10,,18,0,1,0,,,Engine
1997-08-R,6444,20,DNF,,18,,15,0,1,0,,,Spun off
1997-08-R,6441,21,DNF,,12,,7,0,1,0,,,Spun off
1997-08-R,6456,22,DNF,,22,,5,0,1,0,,,Engine
