entrantId,lap,time,timeOfDay,annotation
6546,14,28519,14:34:06,
6541,18,30061,14:41:26,
6540,26,30358,14:53:54,
6553,32,28632,15:03:14,
6541,32,30919,15:03:54,
6545,33,32295,15:04:17,
6554,35,29025,15:07:39,
6549,36,29246,15:08:51,
6551,36,30202,15:09:09,
6534,37,28717,15:09:27,
6548,37,28247,15:10:12,
6544,37,28142,15:10:22,
6546,38,29084,15:12:32,
6535,39,28658,15:12:46,
6550,39,28852,15:13:49,
6542,40,28763,15:14:42,
6537,41,28516,15:15:40,
6553,41,29170,15:18:06,
6550,50,32568,15:31:29,
6540,50,25972,15:33:27,
