sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1983-03-R,5713,1,1,5653913,1,,54,9,1,9,,,
1983-03-R,5688,2,2,5683633,6,,54,6,1,6,29720,,
1983-03-R,5717,3,3,5694145,2,,54,4,1,4,40232,,
1983-03-R,5702,4,4,5720793,11,,54,3,1,3,"01:06,88",,
1983-03-R,5684,5,5,,16,,53,2,1,2,+1 lap,,
1983-03-R,5685,6,6,,19,,53,1,1,1,+1 lap,,
1983-03-R,5703,7,7,,4,,53,0,1,0,+1 lap,,
1983-03-R,5686,8,8,,15,,53,0,1,0,+1 lap,,
1983-03-R,5700,9,9,,20,,53,0,1,0,+1 lap,,
1983-03-R,5704,10,10,,21,,53,0,1,0,+1 lap,,
1983-03-R,5709,11,11,,17,,52,0,1,0,+2 laps,,
1983-03-R,5698,12,12,,7,,50,0,1,0,+4 laps,,
1983-03-R,5711,13,13,,13,,49,0,1,0,,,Gearbox
1983-03-R,5701,14,DNF,,25,,47,0,1,0,,,Engine
1983-03-R,5706,15,DNF,,23,,36,0,1,0,,,Engine
1983-03-R,5692,16,DNF,,10,,36,0,1,0,,,Turbo
1983-03-R,5715,17,DNF,,12,,29,0,1,0,,,Wheel bearing
1983-03-R,5699,18,DNF,,8,,28,0,1,0,,,Spun off
1983-03-R,5705,19,DNF,,26,,26,0,1,0,,,Gearbox
1983-03-R,5708,20,DNF,,22,,23,0,1,0,,,Engine
1983-03-R,5687,21,DNF,,24,,21,0,1,0,,,Clutch
1983-03-R,5712,22,DNF,,5,,20,0,1,0,,,Electrical
1983-03-R,5689,23,DNF,,3,,19,0,1,0,,,Water leak
1983-03-R,5710,24,DNF,,9,,14,0,1,0,,,Engine
1983-03-R,5716,25,DNF,,18,,6,0,1,0,,,Physical
1983-03-R,5690,26,DNF,,14,,3,0,1,0,,,Engine
