entrantId,positionOrder,positionText,laps,time
6738,1,1,38,72013
6740,2,2,39,72809
6716,3,3,14,72933
6720,4,4,26,73264
6743,5,5,33,73327
6719,6,6,18,73346
6731,7,7,21,73387
6726,8,8,16,73397
6715,9,9,14,73474
6717,10,10,9,73554
6734,11,11,26,73688
6723,12,12,15,73691
6729,13,13,14,73725
6733,14,14,24,73735
6718,15,15,10,73825
6730,16,16,17,73857
6742,17,17,31,73946
6725,18,18,20,74011
6737,19,19,39,74050
6728,20,20,15,74084
6732,21,21,19,74169
6735,22,22,24,74391
6747,23,23,16,74449
6724,24,24,17,74562
6727,25,25,18,74676
6739,26,26,13,74839
6746,27,27,10,75063
6748,28,28,33,75120
6744,29,29,2,
