entrantId,positionOrder,positionText,laps,time
6676,1,1,21,71118
6675,2,2,24,71228
6693,3,3,22,71746
6692,4,4,22,71758
6674,5,5,24,71825
6679,6,6,9,72076
6687,7,7,37,72119
6702,8,8,34,72143
6671,9,9,28,72265
6681,10,10,10,72344
6672,11,11,29,72384
6678,12,12,25,72464
6673,13,13,24,72578
6680,14,14,20,72664
6669,15,15,24,72803
6670,16,16,26,73037
6677,17,17,23,73079
6690,18,18,36,73361
6703,19,19,6,73567
6698,20,20,16,73783
6699,21,21,24,73963
6684,22,22,31,74008
6683,23,23,35,74336
6682,24,24,2,
