entrantId,lap,time,timeOfDay,annotation
6833,15,24767,13:24:11,
6821,16,24678,13:25:35,
6832,18,24102,13:28:18,
6826,18,24414,13:28:22,
6836,18,25056,13:28:23,
6824,18,23853,13:29:01,
6837,19,25008,13:29:34,
6827,19,28808,13:29:51,
6830,20,27231,13:30:56,
6818,20,23624,13:31:49,
6831,21,25180,13:31:58,
6835,21,23977,13:32:39,
6823,21,25616,13:33:11,
6829,22,23418,13:34:42,
6820,23,23595,13:35:15,
6828,27,24359,13:41:33,
6822,28,25258,13:42:52,
6825,29,26077,13:44:17,
6819,33,24853,13:49:58,
6834,33,26245,13:50:20,
6828,34,37452,13:52:07,
6819,34,23899,13:52:12,
6824,38,23327,13:57:11,
6833,40,22977,13:59:21,
6829,41,22952,14:01:41,
6821,42,22545,14:02:03,
6832,43,21683,14:03:12,
6818,43,21966,14:04:28,
6831,44,23965,14:03:54,
6820,45,22772,14:05:58,
6835,45,22283,14:06:19,
6826,46,20672,14:07:33,
6823,46,21131,14:08:37,
6830,47,22184,14:08:17,
6837,47,21993,14:08:41,
6822,47,22731,14:09:32,
6827,48,20538,14:10:30,
6836,49,21723,14:11:41,
