entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
6719,1,1,5527803,1,,70,10,1,10,,,
6715,2,2,5537934,3,,70,8,1,8,10131,,
6720,3,3,5550349,2,,70,6,1,6,22546,,
6746,4,4,5555015,5,,70,5,1,5,27212,,
6717,5,5,5560809,6,,70,4,1,4,33006,,
6716,6,6,5573068,7,,70,3,1,3,45265,,
6749,7,7,5577210,8,,70,2,1,2,49407,,
6729,8,8,,11,,69,1,1,1,+1 lap,,
6727,9,9,,9,,69,0,1,0,+1 lap,,
6734,10,10,,14,,69,0,1,0,+1 lap,,
6730,11,11,,16,,69,0,1,0,+1 lap,,
6728,12,12,,12,,69,0,1,0,+1 lap,,
6733,13,13,,22,,69,0,1,0,+1 lap,,
6724,14,14,,19,,68,0,1,0,+2 laps,,
6732,15,15,,15,,68,0,1,0,+2 laps,,
6744,16,16,,20,,67,0,1,0,+3 laps,,
6726,17,DNF,,17,,61,0,1,0,,,Engine
6723,18,DNF,,10,,53,0,1,0,,,Wheel rim
6747,19,DNF,,4,,39,0,1,0,,,Brakes
6725,20,DNF,,13,,18,0,1,0,,,Engine
6731,21,DNF,,18,,11,0,1,0,,,Accident
6735,22,DNF,,21,,0,0,1,0,,,Transmission
