entrantId,positionOrder,positionText,time,laps
7283,1,1,88600,26
7284,2,2,89048,22
7303,3,3,89089,22
7294,4,4,89268,21
7311,5,5,89280,25
7291,6,6,89319,23
7312,7,7,89357,25
7299,8,8,89441,25
7293,9,9,89471,26
7300,10,10,89658,16
7306,11,11,89691,26
7313,12,12,89768,23
7290,13,13,89828,24
7314,14,14,89874,28
7287,15,15,90090,22
7309,16,16,90092,28
7302,17,17,90124,24
7288,18,18,90321,20
7296,19,19,90385,21
7297,20,20,90591,22
