eventId,entrantId,positionOrder,positionText,laps,time
2004-7,6648,17,17,15,92753
2004-7,6647,18,18,15,92894
2004-7,6646,19,19,13,93383
2004-7,6631,20,20,10,
2004-8,6635,1,1,13,72629
2004-8,6636,2,2,14,72901
2004-8,6637,3,3,14,73026
2004-8,6638,4,4,11,73235
2004-8,6631,5,5,14,73320
2004-8,6629,6,6,14,73420
2004-8,6634,7,7,14,73566
2004-8,6633,8,8,13,73686
2004-8,6630,9,9,10,73904
2004-8,6642,10,10,20,74340
2004-8,6643,11,11,24,74521
2004-8,6632,12,12,16,74697
2004-8,6641,13,13,29,74835
2004-8,6639,14,14,10,74902
2004-8,6644,15,15,16,74916
2004-8,6640,16,16,12,75332
2004-8,6645,17,17,14,75987
2004-8,6654,18,18,17,76417
2004-8,6648,19,19,17,76579
2004-8,6647,20,20,17,76825
2004-9,6637,1,1,17,70056
2004-9,6629,2,2,16,70199
2004-9,6638,3,3,23,70251
2004-9,6630,4,4,16,70351
2004-9,6631,5,5,13,70708
2004-9,6636,6,6,13,70749
2004-9,6643,7,7,19,70802
2004-9,6632,8,8,9,70820
2004-9,6635,9,9,13,70848
2004-9,6634,10,10,14,71222
2004-9,6644,11,11,20,71242
2004-9,6633,12,12,13,71395
2004-9,6642,13,13,20,71992
2004-9,6645,14,14,16,72524
2004-9,6641,15,15,14,72590
2004-9,6646,16,16,9,72603
2004-9,6639,17,17,10,72686
2004-9,6640,18,18,9,72861
2004-9,6648,19,19,13,73869
2004-9,6647,20,20,14,73915
2004-10,6657,1,1,18,74513
2004-10,6637,2,2,14,74568
2004-10,6629,3,3,14,74571
2004-10,6638,4,4,18,74711
2004-10,6630,5,5,12,74817
2004-10,6644,6,6,23,74833
2004-10,6643,7,7,22,74885
2004-10,6656,8,8,7,74977
2004-10,6635,9,9,12,75033
2004-10,6636,10,10,15,75096
2004-10,6655,11,11,10,75179
2004-10,6641,12,12,24,75350
2004-10,6642,13,13,22,75449
2004-10,6640,14,14,19,76062
2004-10,6639,15,15,9,76161
2004-10,6648,16,16,15,76861
2004-10,6646,17,17,12,77104
2004-10,6645,18,18,15,77162
2004-10,6647,19,19,8,79401
2004-10,6631,20,20,8,81458
2004-11,6657,1,1,14,78280
2004-11,6637,2,2,12,78414
2004-11,6630,3,3,13,78623
2004-11,6635,4,4,14,78694
2004-11,6655,5,5,10,78832
2004-11,6631,6,6,11,78912
2004-11,6656,7,7,11,78919
2004-11,6629,8,8,8,78951
2004-11,6636,9,9,12,79169
2004-11,6639,10,10,10,79895
2004-11,6643,11,11,19,80183
2004-11,6640,12,12,6,80281
2004-11,6641,13,13,23,80310
2004-11,6644,14,14,16,80531
2004-11,6645,15,15,12,80726
2004-11,6638,16,16,8,80837
2004-11,6642,17,17,18,80913
2004-11,6648,18,18,15,81980
2004-11,6646,19,19,11,82014
2004-11,6647,20,20,12,83941
2004-12,6637,1,1,15,73676
2004-12,6631,2,2,11,73976
2004-12,6656,3,3,11,74064
2004-12,6657,4,4,14,74100
2004-12,6636,5,5,12,74320
2004-12,6630,6,6,12,74393
2004-12,6629,7,7,14,74459
2004-12,6635,8,8,15,74468
2004-12,6658,9,9,10,74766
2004-12,6659,10,10,19,74791
2004-12,6660,11,11,16,74953
2004-12,6641,12,12,25,75000
2004-12,6642,13,13,20,75481
2004-12,6639,14,14,10,75572
2004-12,6640,15,15,10,75588
2004-12,6645,16,16,16,76832
2004-12,6647,17,17,13,78227
2004-12,6648,18,18,15,78691
2004-13,6637,1,1,15,79556
2004-13,6629,2,2,18,79747
2004-13,6630,3,3,10,79768
2004-13,6658,4,4,11,79913
2004-13,6635,5,5,10,80130
2004-13,6638,6,6,20,80363
2004-13,6636,7,7,12,80363
2004-13,6631,8,8,15,80480
2004-13,6661,9,9,18,80606
2004-13,6657,10,10,13,80614
2004-13,6660,11,11,12,80689
2004-13,6656,12,12,13,80914
2004-13,6641,13,13,24,81112
2004-13,6639,14,14,12,81165
2004-13,6642,15,15,22,81390
2004-13,6645,16,16,14,81712
2004-13,6640,17,17,4,81989
2004-13,6646,18,18,12,83083
2004-13,6647,19,19,14,83979
2004-13,6648,20,20,13,84522
2004-14,6630,1,1,6,117085
2004-14,6629,2,2,6,117906
2004-14,6657,3,3,6,117975
2004-14,6639,4,4,4,118138
2004-14,6656,5,5,6,118434
2004-14,6640,6,6,5,118864
2004-14,6637,7,7,6,119182
2004-14,6635,8,8,6,119519
2004-14,6638,9,9,6,120088
2004-14,6636,10,10,5,121475
2004-14,6661,11,11,6,122175
2004-14,6642,12,12,6,122411
2004-14,6641,13,13,6,122501
2004-14,6631,14,14,5,122559
2004-14,6660,15,15,6,122592
2004-14,6645,16,16,5,123556
2004-14,6646,17,17,6,124131
2004-14,6647,18,18,4,125485
2004-14,6658,19,19,4,127337
2004-14,6648,20,20,4,129428
2004-15,6630,1,1,11,80555
2004-15,6631,2,2,11,80653
2004-15,6637,3,3,13,80734
2004-15,6636,4,4,11,80773
2004-15,6638,5,5,11,80805
2004-15,6657,6,6,11,80856
2004-15,6629,7,7,10,80898
2004-15,6658,8,8,10,80921
2004-15,6656,9,9,11,81058
2004-15,6635,10,10,8,81506
2004-15,6640,11,11,14,81859
2004-15,6660,12,12,18,81889
2004-15,6639,13,13,9,81929
2004-15,6661,14,14,20,82114
2004-15,6642,15,15,18,82230
2004-15,6641,16,16,15,82490
2004-15,6645,17,17,13,83146
2004-15,6647,18,18,14,83794
2004-15,6646,19,19,2,
2004-15,6648,20,20,2,
2004-16,6629,1,1,13,93448
2004-16,6630,2,2,12,93796
2004-16,6657,3,3,11,94042
2004-16,6637,4,4,15,94233
2004-16,6639,5,5,10,94286
2004-16,6645,6,6,12,94404
2004-16,6631,7,7,12,94458
2004-16,6656,8,8,10,94470
2004-16,6661,9,9,19,94518
2004-16,6640,10,10,12,94607
2004-16,6636,11,11,12,94627
2004-16,6632,12,12,9,94769
2004-16,6638,13,13,16,95155
2004-16,6660,14,14,14,95211
2004-16,6663,15,15,12,95309
2004-16,6641,16,16,20,95354
2004-16,6642,17,17,17,95869
2004-16,6647,18,18,10,96748
2004-16,6654,19,19,14,97158
2004-16,6648,20,20,9,98014
2004-18,6630,1,1,15,70229
2004-18,6629,2,2,15,70352
2004-18,6657,3,3,15,70385
2004-18,6656,4,4,11,70413
2004-18,6637,5,5,16,70480
2004-18,6636,6,6,11,70683
2004-18,6632,7,7,9,70997
2004-18,6638,8,8,18,71127
2004-18,6641,9,9,23,71130
2004-18,6640,10,10,10,71142
2004-18,6631,11,11,12,71157
2004-18,6663,12,12,18,71321
2004-18,6639,13,13,5,71425
2004-18,6666,14,14,16,71688
2004-18,6665,15,15,15,71711
2004-18,6642,16,16,21,72248
2004-18,6645,17,17,12,72299
2004-18,6648,18,18,17,72990
2004-18,6654,19,19,17,73818
2004-18,6647,20,20,16,74411
2005-1,6675,1,1,11,87297
2005-1,6671,2,2,14,87409
2005-1,6676,3,3,11,88256
2005-1,6672,4,4,13,88571
2005-1,6669,5,5,11,89577
2005-1,6673,6,6,10,90299
2005-1,6667,7,7,7,90533
2005-1,6670,8,8,14,90554
2005-1,6679,9,9,14,90645
2005-1,6668,10,10,7,90715
2005-1,6674,11,11,7,91375
2005-1,6680,12,12,14,91671
2005-1,6681,13,13,18,91701
2005-1,6678,14,14,14,91736
2005-1,6677,15,15,14,94031
2005-1,6682,16,16,10,94924
2005-1,6686,17,17,113,95975
2005-1,6685,18,18,7,100045
2005-1,6683,19,19,9,100802
2005-1,6684,20,20,6,100822
2005-2,6681,1,1,12,92832
2005-2,6680,2,2,9,92870
2005-2,6671,3,3,11,92880
2005-2,6682,4,4,11,92951
2005-2,6679,5,5,10,93092
2005-2,6672,6,6,8,93194
2005-2,6675,7,7,12,93349
2005-2,6674,8,8,5,93468
2005-2,6673,9,9,10,93517
2005-2,6691,10,10,15,93580
2005-2,6676,11,11,10,93689
2005-2,6668,12,12,11,93943
2005-2,6678,13,13,10,94002
2005-2,6667,14,14,10,94102
2005-2,6677,15,15,9,95532
2005-2,6683,16,16,10,97824
2005-2,6684,17,17,8,98126
2005-2,6686,18,18,12,98673
2005-2,6685,19,19,12,98974
2005-3,6673,1,1,10,89527
2005-3,6682,2,2,12,89711
2005-3,6672,3,3,15,89738
2005-3,6681,4,4,12,89798
2005-3,6675,5,5,10,89810
2005-3,6671,6,6,12,89825
2005-3,6694,7,7,10,89864
2005-3,6680,8,8,11,89896
2005-3,6692,9,9,8,90080
2005-3,6674,10,10,6,90290
2005-3,6669,11,11,12,90324
2005-3,6679,12,12,11,90558
2005-3,6670,13,13,15,90902
2005-3,6678,14,14,11,91001
2005-3,6677,15,15,12,91126
2005-3,6684,16,16,10,92498
2005-3,6683,17,17,12,92686
2005-3,6686,18,18,12,93715
2005-3,6685,19,19,12,94409
2005-4,6669,1,1,16,80058
2005-4,6671,2,2,8,80114
2005-4,6675,3,3,10,80209
2005-4,6692,4,4,13,80318
2005-4,6672,5,5,18,80351
2005-4,6696,6,6,11,80358
2005-4,6673,7,7,6,80424
2005-4,6674,8,8,6,80431
2005-4,6670,9,9,17,80450
2005-4,6678,10,10,11,80506
2005-4,6682,11,11,11,80802
2005-4,6693,12,12,12,80851
2005-4,6681,13,13,14,81105
2005-4,6679,14,14,12,81136
2005-4,6677,15,15,11,81543
2005-4,6697,16,16,13,82188
2005-4,6684,17,17,8,82964
2005-4,6683,18,18,5,84910
2005-5,6682,1,1,13,74280
2005-5,6675,2,2,11,74462
2005-5,6676,3,3,12,74672
2005-5,6673,4,4,11,74689
2005-5,6671,5,5,9,75030
2005-5,6672,6,6,19,75048
2005-5,6681,7,7,13,75087
2005-5,6674,8,8,6,75253
2005-5,6679,9,9,15,75339
2005-5,6693,10,10,12,75374
2005-5,6692,11,11,12,75378
2005-5,6678,12,12,16,75511
2005-5,6697,13,13,14,75546
2005-5,6677,14,14,11,76291
2005-5,6684,15,15,14,77569
2005-5,6683,16,16,12,77848
2005-5,6699,17,17,14,79031
2005-5,6698,18,18,14,79296
2005-6,6672,1,1,18,73988
2005-6,6671,2,2,14,74047
2005-6,6675,3,3,10,74258
2005-6,6681,4,4,11,74322
2005-6,6673,5,5,10,74418
2005-6,6682,6,6,10,74459
2005-6,6676,7,7,7,74543
2005-6,6679,8,8,16,74582
2005-6,6692,9,9,14,74961
2005-6,6697,10,10,16,74998
2005-6,6674,11,11,10,75196
2005-6,6693,12,12,8,75637
2005-6,6678,13,13,17,76123
2005-6,6677,14,14,10,76148
2005-6,6698,15,15,12,78506
2005-6,6683,16,16,7,79034
2005-6,6684,17,17,10,79606
2005-6,6699,18,18,10,79700
2005-7,6675,1,1,11,89680
2005-7,6676,2,2,13,89789
2005-7,6671,3,3,15,89987
2005-7,6672,4,4,14,90071
2005-7,6681,5,5,12,90552
2005-7,6674,6,6,9,90559
2005-7,6670,7,7,12,90645
2005-7,6682,8,8,14,90692
2005-7,6669,9,9,13,90773
2005-7,6692,10,10,14,91026
2005-7,6693,11,11,10,91449
2005-7,6697,12,12,17,91572
2005-7,6673,13,13,9,92054
2005-7,6678,14,14,11,92079
2005-7,6679,15,15,14,92172
2005-7,6677,16,16,14,93140
2005-7,6699,17,17,16,93977
2005-7,6683,18,18,17,94527
2005-7,6684,19,19,12,94640
2005-7,6698,20,20,14,95087
2005-8,6675,1,1,12,74232
2005-8,6671,2,2,15,74670
2005-8,6676,3,3,13,74745
2005-8,6672,4,4,19,74746
2005-8,6670,5,5,16,74883
2005-8,6682,6,6,12,75280
2005-8,6669,7,7,13,75282
2005-8,6692,8,8,13,75316
2005-8,6674,9,9,11,75723
2005-8,6673,10,10,14,75894
2005-8,6693,11,11,14,75995
2005-8,6678,12,12,13,76020
2005-8,6681,13,13,8,76063
2005-8,6679,14,14,15,76341
2005-8,6677,15,15,13,76355
2005-8,6680,16,16,15,76355
2005-8,6684,17,17,12,77215
2005-8,6683,18,18,19,77618
2005-8,6698,19,19,14,77621
2005-8,6699,20,20,14,77725
2005-9,6675,1,1,12,70643
2005-9,6669,2,2,15,70844
2005-9,6671,3,3,10,70920
2005-9,6692,4,4,12,71203
2005-9,6670,5,5,16,71324
2005-9,6672,6,6,10,71375
2005-9,6681,7,7,7,71457
2005-9,6676,8,8,7,71574
2005-9,6703,9,9,10,71760
2005-9,6693,10,10,13,71794
2005-9,6680,11,11,13,71806
2005-9,6677,12,12,10,71875
2005-9,6678,13,13,10,71915
2005-9,6673,14,14,9,72080
2005-9,6674,15,15,10,72186
2005-9,6679,16,16,7,72914
2005-9,6699,17,17,16,73024
2005-9,6683,18,18,14,73051
2005-9,6684,19,19,11,73161
2005-9,6698,20,20,16,73501
2005-10,6672,1,1,16,74466
2005-10,6682,2,2,13,74603
2005-10,6675,3,3,14,74649
2005-10,6671,4,4,12,74792
2005-10,6692,5,5,14,74979
2005-10,6670,6,6,18,75177
2005-10,6693,7,7,15,75218
2005-10,6676,8,8,15,75223
2005-10,6669,9,9,18,75228
2005-10,6681,10,10,15,75249
2005-10,6679,11,11,16,75305
2005-10,6673,12,12,12,76080
2005-10,6680,13,13,17,76095
2005-10,6677,14,14,15,76125
2005-10,6674,15,15,12,76372
2005-10,6678,16,16,17,76454
2005-10,6699,17,17,14,77846
2005-10,6698,18,18,16,77929
2005-10,6684,19,19,14,78195
2005-10,6683,20,20,14,78310
2005-11,6671,1,1,14,80077
2005-11,6676,2,2,13,80128
2005-11,6681,3,3,13,80449
2005-11,6682,4,4,12,80524
2005-11,6669,5,5,14,80763
2005-11,6672,6,6,11,80798
2005-11,6692,7,7,12,80893
2005-11,6673,8,8,11,81004
2005-11,6674,9,9,8,81052
2005-11,6680,10,10,9,81064
2005-11,6693,11,11,10,81371
2005-11,6677,12,12,14,81476
2005-11,6678,13,13,11,81704
2005-11,6670,14,14,16,81931
2005-11,6683,15,15,18,82036
2005-11,6684,16,16,8,82634
2005-11,6679,17,17,5,83165
2005-11,6699,18,18,16,83444
2005-11,6698,19,19,17,83586
2005-11,6675,20,20,2,
2005-12,6675,1,1,11,74128
2005-12,6676,2,2,16,74449
2005-12,6671,3,3,12,74758
2005-12,6672,4,4,15,74958
2005-12,6669,5,5,15,75072
2005-12,6673,6,6,10,75111
2005-12,6692,7,7,12,75253
2005-12,6674,8,8,10,75255
2005-12,6680,9,9,14,75388
2005-12,6681,10,10,14,75417
2005-12,6679,11,11,13,75491
2005-12,6682,12,12,18,75585
2005-12,6670,13,13,18,75699
2005-12,6678,14,14,12,75781
2005-12,6677,15,15,13,76037
2005-12,6693,16,16,11,76072
2005-12,6699,17,17,14,76674
2005-12,6705,18,18,14,76912
2005-12,6684,19,19,16,77210
2005-12,6683,20,20,11,77966
2005-13,6675,1,1,11,80203
2005-13,6676,2,2,14,80517
2005-13,6692,3,3,17,80773
2005-13,6682,4,4,13,80903
2005-13,6693,5,5,7,81266
2005-13,6672,6,6,14,81276
2005-13,6669,7,7,15,81301
2005-13,6671,8,8,12,81336
2005-13,6670,9,9,17,81880
2005-13,6673,10,10,9,81889
2005-13,6674,11,11,9,81918
2005-13,6680,12,12,13,82340
2005-13,6679,13,13,14,82534
2005-13,6681,14,14,6,82699
2005-13,6678,15,15,11,82753
2005-13,6699,16,16,11,82979
2005-13,6677,17,17,14,82985
2005-13,6705,18,18,8,83358
2005-13,6684,19,19,14,84265
2005-13,6683,20,20,17,84628
2005-14,6675,1,1,10,86120
2005-14,6669,2,2,15,86599
2005-14,6671,3,3,13,86627
2005-14,6676,4,4,11,86748
2005-14,6672,5,5,15,87240
2005-14,6670,6,6,14,87308
2005-14,6673,7,7,7,87335
2005-14,6682,8,8,13,87556
2005-14,6679,9,9,14,87796
2005-14,6678,10,10,8,87829
2005-14,6680,11,11,14,87919
2005-14,6681,12,12,15,87921
2005-14,6674,13,13,9,87951
2005-14,6692,14,14,16,88155
2005-14,6677,15,15,12,88534
2005-14,6693,16,16,12,88615
2005-14,6683,17,17,15,88830
2005-14,6705,18,18,14,90155
2005-14,6699,19,19,13,90999
2005-14,6684,20,20,3,
2005-15,6675,1,1,8,80916
2005-15,6676,2,2,10,81318
2005-15,6670,3,3,13,81399
2005-15,6671,4,4,13,81548
2005-15,6681,5,5,14,81884
2005-15,6672,6,6,12,81951
2005-15,6673,7,7,7,82066
2005-15,6679,8,8,16,82291
2005-15,6680,9,9,12,82345
2005-15,6692,10,10,14,82395
2005-15,6693,11,11,13,82437
2005-15,6669,12,12,13,82558
2005-15,6677,13,13,12,82701
2005-15,6682,14,14,11,82710
2005-15,6709,15,15,10,82823
2005-15,6678,16,16,12,83389
2005-15,6710,17,17,15,83472
2005-15,6705,18,18,14,83676
2005-15,6699,19,19,12,84104
2005-15,6684,20,20,11,84772
2005-16,6671,1,1,14,106307
2005-16,6675,2,2,11,106641
2005-16,6681,3,3,15,106681
2005-16,6676,4,4,8,106858
2005-16,6672,5,5,16,107049
2005-16,6682,6,6,16,107054
2005-16,6669,7,7,14,107419
2005-16,6670,8,8,15,107507
2005-16,6692,9,9,12,107773
2005-16,6693,10,10,14,107991
2005-16,6709,11,11,13,108092
2005-16,6677,12,12,15,108204
2005-16,6673,13,13,11,108213
2005-16,6678,14,14,16,108551
2005-16,6679,15,15,12,108866
2005-16,6680,16,16,11,108877
2005-16,6699,17,17,12,109166
2005-16,6705,18,18,15,109208
2005-16,6710,19,19,13,110740
2005-16,6711,20,20,14,111594
2005-17,6675,1,1,11,71929
2005-17,6671,2,2,13,72110
2005-17,6669,3,3,14,72148
2005-17,6672,4,4,13,72158
2005-17,6676,5,5,11,72292
2005-17,6693,6,6,10,72382
2005-17,6692,7,7,15,72453
2005-17,6682,8,8,18,72509
2005-17,6709,9,9,10,72752
2005-17,6678,10,10,11,72799
2005-17,6680,11,11,12,72811
2005-17,6679,12,12,14,73199
2005-17,6681,13,13,14,73222
2005-17,6711,14,14,8,73242
2005-17,6710,15,15,18,73305
2005-17,6677,16,16,16,73508
2005-17,6670,17,17,5,73817
2005-17,6699,18,18,16,74012
2005-17,6673,19,19,9,74114
2005-17,6705,20,20,17,74595
2005-18,6672,1,1,9,110136
2005-18,6711,2,2,6,110150
2005-18,6713,3,3,8,110369
2005-18,6669,4,4,7,110920
2005-18,6699,5,5,8,110994
2005-18,6710,6,6,6,111223
2005-18,6673,7,7,5,111274
2005-18,6712,8,8,8,111503
2005-18,6679,9,9,9,111710
2005-18,6705,10,10,10,111971
2005-18,6671,11,11,9,112667
2005-18,6680,12,12,4,112897
2005-18,6677,13,13,8,113460
2005-18,6693,14,14,5,113739
2005-18,6678,15,15,8,113842
2005-18,6670,16,16,8,114307
2005-18,6709,17,17,4,121075
2005-19,6675,1,1,12,93212
2005-19,6676,2,2,12,93554
2005-19,6671,3,3,13,93793
2005-19,6672,4,4,11,94392
2005-19,6679,5,5,14,94453
2005-19,6693,6,6,12,94535
2005-19,6669,7,7,12,94729
2005-19,6692,8,8,11,94807
2005-19,6709,9,9,10,94835
2005-19,6673,10,10,8,95004
2005-19,6712,11,11,13,95107
2005-19,6680,12,12,13,95179
2005-19,6670,13,13,17,95280
2005-19,6711,14,14,3,95310
2005-19,6713,15,15,15,95371
2005-19,6710,16,16,8,95488
2005-19,6678,17,17,13,95693
2005-19,6699,18,18,15,96397
2005-19,6677,19,19,11,96417
2005-19,6705,20,20,14,96558
