id,grandPrixId,name,qualyFormat,circuitId,scheduledLaps,posterURL
1972-12,united-states,1972 United States Grand Prix,TWO_SESSION,watkins-glen,59,https://www.progcovers.com/motor/watkinsglen721008.jpg
1973-01,argentina,Gran Premio de Argentina 1973,TWO_SESSION,buenos-aires,96,https://www.progcovers.com/motor/kyalami730303.jpg
1973-02,brazil,Grande PrÃªmio do Brasil 1973,TWO_SESSION,interlagos,40,https://www.progcovers.com/motor/montjuic730429.jpg
1973-03,south-africa,South African Grand Prix 1973,TWO_SESSION,kyalami,79,https://www.progcovers.com/motor/zolder730520.jpg
1973-04,spain,Gran Premio de España 1973,TWO_SESSION,montjuic,75,https://www.progcovers.com/motor/monaco730603.jpg
1973-05,belgium,1973 Belgian Grand Prix,TWO_SESSION,zolder,70,https://www.progcovers.com/motor/anderstorp-3-73.JPG
1973-06,monaco,Grand Prix de Monaco 1973,TWO_SESSION,monaco,78,https://www.progcovers.com/motor/paulricard730701.jpg
1973-07,sweden,Hitachi Sveriges Grand Prix 1973,TWO_SESSION,anderstorp,80,https://www.progcovers.com/motor/silverstone730714.jpg
1973-08,france,Grand Prix de France 1973,TWO_SESSION,paul-ricard,54,https://www.progcovers.com/motor/zandvoort730729.jpg
1973-09,great-britain,1973 John Player British Grand Prix,TWO_SESSION,silverstone,67,https://www.progcovers.com/motor/nurburgring730805.jpg
1973-10,netherlands,Grote Prijs van Nederland 1973,TWO_SESSION,zandvoort,72,https://www.progcovers.com/motor/osterreichring730819.jpg
1973-11,germany,Grosser Preis von Deutschland 1973,TWO_SESSION,nurburgring,14,https://www.progcovers.com/motor/monza73.jpg
1973-12,austria,Grosser Preis von Ã–sterreich 1973,TWO_SESSION,spielberg,54,https://www.progcovers.com/motor/mosport73.jpg
1973-13,italy,Gran Premio d'Italia 1973,TWO_SESSION,monza,55,https://www.progcovers.com/motor/monza73.jpg
1973-14,canada,Labatt's Canadian Grand Prix 1973,TWO_SESSION,mosport,80,https://www.progcovers.com/motor/mosport73.jpg
1973-15,united-states,1973 United States Grand Prix,TWO_SESSION,watkins-glen,59,https://www.progcovers.com/motor/watglen73.jpg
1974-01,argentina,Gran Premio de Argentina 1974,TWO_SESSION,buenos-aires,53,https://www.progcovers.com/motor/buenosaires740113.jpg
1974-02,brazil,Grande PrÃªmio do Brasil 1974,TWO_SESSION,interlagos,40,
1974-03,south-africa,Lucky Strike Grand Prix of South Africa 1974,TWO_SESSION,kyalami,78,https://www.progcovers.com/motor/kyalami74.jpg
1974-04,spain,Gran Premio de España 1974,TWO_SESSION,jarama,90,https://www.progcovers.com/motor/jarama74.jpg
1974-05,belgium,1974 Belgian Grand Prix,TWO_SESSION,nivelles,85,https://www.progcovers.com/motor/nivelles740512.jpg
1974-06,monaco,Grand Prix de Monaco 1974,TWO_SESSION,monaco,78,https://www.progcovers.com/motor/monaco740526.jpg
1974-07,sweden,Texaco Sveriges Grand Prix 1974,TWO_SESSION,anderstorp,80,https://www.progcovers.com/motor/anderstorp-74-4.JPG
1974-08,netherlands,Grote Prijs van Nederland 1974,TWO_SESSION,zandvoort,75,https://www.progcovers.com/motor/zandvoort740623.jpg
1974-09,france,Grand Prix de France 1974,TWO_SESSION,dijon,80,https://www.progcovers.com/motor/dijon740707.jpg
