id,eventId,abbreviation,startDateTime
1993-15-FP2,1993-15,FP2,
1993-16-FP2,1993-16,FP2,
1994-01-FP2,1994-01,FP2,
1994-02-FP2,1994-02,FP2,
1994-03-FP2,1994-03,FP2,
1994-04-FP2,1994-04,FP2,
1994-05-FP2,1994-05,FP2,
1994-06-FP2,1994-06,FP2,
1994-07-FP2,1994-07,FP2,
1994-08-FP2,1994-08,FP2,
1994-09-FP2,1994-09,FP2,
1994-10-FP2,1994-10,FP2,
1994-11-FP2,1994-11,FP2,
1994-12-FP2,1994-12,FP2,
1994-13-FP2,1994-13,FP2,
1994-14-FP2,1994-14,FP2,
1994-15-FP2,1994-15,FP2,
1994-16-FP2,1994-16,FP2,
1995-01-FP2,1995-01,FP2,
1995-02-FP2,1995-02,FP2,
1995-03-FP2,1995-03,FP2,
1995-04-FP2,1995-04,FP2,
1995-05-FP2,1995-05,FP2,
1995-06-FP2,1995-06,FP2,
1995-07-FP2,1995-07,FP2,
1995-08-FP2,1995-08,FP2,
1995-09-FP2,1995-09,FP2,
1995-10-FP2,1995-10,FP2,
1995-11-FP2,1995-11,FP2,
1995-12-FP2,1995-12,FP2,
1995-13-FP2,1995-13,FP2,
1995-14-FP2,1995-14,FP2,
1995-15-FP2,1995-15,FP2,
1995-16-FP2,1995-16,FP2,
1995-17-FP2,1995-17,FP2,
1996-01-FP2,1996-01,FP2,
1996-02-FP2,1996-02,FP2,
1996-03-FP2,1996-03,FP2,
1996-04-FP2,1996-04,FP2,
1996-05-FP2,1996-05,FP2,
1996-06-FP2,1996-06,FP2,
1996-07-FP2,1996-07,FP2,
1996-08-FP2,1996-08,FP2,
1996-09-FP2,1996-09,FP2,
1996-10-FP2,1996-10,FP2,
1996-11-FP2,1996-11,FP2,
1996-12-FP2,1996-12,FP2,
1996-13-FP2,1996-13,FP2,
1996-14-FP2,1996-14,FP2,
1996-15-FP2,1996-15,FP2,
1996-16-FP2,1996-16,FP2,
1997-01-FP2,1997-01,FP2,
1997-02-FP2,1997-02,FP2,
1997-03-FP2,1997-03,FP2,
1997-04-FP2,1997-04,FP2,
1997-05-FP2,1997-05,FP2,
1997-06-FP2,1997-06,FP2,
1997-07-FP2,1997-07,FP2,
1997-08-FP2,1997-08,FP2,
1997-09-FP2,1997-09,FP2,
1997-10-FP2,1997-10,FP2,
1997-11-FP2,1997-11,FP2,
1997-12-FP2,1997-12,FP2,
1997-13-FP2,1997-13,FP2,
1997-14-FP2,1997-14,FP2,
1997-15-FP2,1997-15,FP2,
1997-16-FP2,1997-16,FP2,
1997-17-FP2,1997-17,FP2,
1998-01-FP2,1998-01,FP2,
1998-02-FP2,1998-02,FP2,
1998-03-FP2,1998-03,FP2,
1998-04-FP2,1998-04,FP2,
1998-05-FP2,1998-05,FP2,
1998-06-FP2,1998-06,FP2,
1998-07-FP2,1998-07,FP2,
1998-08-FP2,1998-08,FP2,
1998-09-FP2,1998-09,FP2,
1998-10-FP2,1998-10,FP2,
1998-11-FP2,1998-11,FP2,
1998-12-FP2,1998-12,FP2,
1998-13-FP2,1998-13,FP2,
1998-14-FP2,1998-14,FP2,
1998-15-FP2,1998-15,FP2,
1998-16-FP2,1998-16,FP2,
1999-01-FP2,1999-01,FP2,
1999-02-FP2,1999-02,FP2,
1999-03-FP2,1999-03,FP2,
1999-04-FP2,1999-04,FP2,
1999-05-FP2,1999-05,FP2,
1999-06-FP2,1999-06,FP2,
1999-07-FP2,1999-07,FP2,
1999-08-FP2,1999-08,FP2,
1999-09-FP2,1999-09,FP2,
1999-10-FP2,1999-10,FP2,
1999-11-FP2,1999-11,FP2,
1999-12-FP2,1999-12,FP2,
1999-13-FP2,1999-13,FP2,
1999-14-FP2,1999-14,FP2,
1999-15-FP2,1999-15,FP2,
1999-16-FP2,1999-16,FP2,
2000-01-FP2,2000-01,FP2,
2000-02-FP2,2000-02,FP2,
2000-03-FP2,2000-03,FP2,
2000-04-FP2,2000-04,FP2,
2000-05-FP2,2000-05,FP2,
2000-06-FP2,2000-06,FP2,
2000-07-FP2,2000-07,FP2,
2000-08-FP2,2000-08,FP2,
2000-09-FP2,2000-09,FP2,
2000-10-FP2,2000-10,FP2,
2000-11-FP2,2000-11,FP2,
2000-12-FP2,2000-12,FP2,
2000-13-FP2,2000-13,FP2,
2000-14-FP2,2000-14,FP2,
2000-15-FP2,2000-15,FP2,
2000-16-FP2,2000-16,FP2,
2000-17-FP2,2000-17,FP2,
2001-01-FP2,2001-01,FP2,
2001-02-FP2,2001-02,FP2,
2001-03-FP2,2001-03,FP2,
2001-04-FP2,2001-04,FP2,
2001-05-FP2,2001-05,FP2,
2001-06-FP2,2001-06,FP2,
2001-07-FP2,2001-07,FP2,
2001-08-FP2,2001-08,FP2,
2001-09-FP2,2001-09,FP2,
2001-10-FP2,2001-10,FP2,
2001-11-FP2,2001-11,FP2,
2001-12-FP2,2001-12,FP2,
2001-13-FP2,2001-13,FP2,
2001-14-FP2,2001-14,FP2,
2001-15-FP2,2001-15,FP2,
2001-16-FP2,2001-16,FP2,
2001-17-FP2,2001-17,FP2,
2002-01-FP2,2002-01,FP2,
2002-02-FP2,2002-02,FP2,
2002-03-FP2,2002-03,FP2,
2002-04-FP2,2002-04,FP2,
2002-05-FP2,2002-05,FP2,
2002-06-FP2,2002-06,FP2,
2002-07-FP2,2002-07,FP2,
2002-08-FP2,2002-08,FP2,
2002-09-FP2,2002-09,FP2,
2002-10-FP2,2002-10,FP2,
2002-11-FP2,2002-11,FP2,
2002-12-FP2,2002-12,FP2,
2002-13-FP2,2002-13,FP2,
2002-14-FP2,2002-14,FP2,
2002-15-FP2,2002-15,FP2,
2002-16-FP2,2002-16,FP2,
2002-17-FP2,2002-17,FP2,
2003-01-FP2,2003-01,FP2,
2003-02-FP2,2003-02,FP2,
2003-03-FP2,2003-03,FP2,
2003-04-FP2,2003-04,FP2,
2003-05-FP2,2003-05,FP2,
2003-06-FP2,2003-06,FP2,
2003-07-FP2,2003-07,FP2,
2003-08-FP2,2003-08,FP2,
2003-09-FP2,2003-09,FP2,
2003-10-FP2,2003-10,FP2,
2003-11-FP2,2003-11,FP2,
2003-12-FP2,2003-12,FP2,
2003-13-FP2,2003-13,FP2,
2003-14-FP2,2003-14,FP2,
2003-15-FP2,2003-15,FP2,
2003-16-FP2,2003-16,FP2,
2004-01-FP2,2004-01,FP2,
2004-02-FP2,2004-02,FP2,
2004-03-FP2,2004-03,FP2,
2004-04-FP2,2004-04,FP2,
2004-05-FP2,2004-05,FP2,
2004-06-FP2,2004-06,FP2,
2004-07-FP2,2004-07,FP2,
2004-08-FP2,2004-08,FP2,
2004-09-FP2,2004-09,FP2,
2004-10-FP2,2004-10,FP2,
2004-11-FP2,2004-11,FP2,
2004-12-FP2,2004-12,FP2,
2004-13-FP2,2004-13,FP2,
2004-14-FP2,2004-14,FP2,
2004-15-FP2,2004-15,FP2,
2004-16-FP2,2004-16,FP2,
2004-17-FP2,2004-17,FP2,
2004-18-FP2,2004-18,FP2,
2005-01-FP2,2005-01,FP2,
2005-02-FP2,2005-02,FP2,
2005-03-FP2,2005-03,FP2,
2005-04-FP2,2005-04,FP2,
2005-05-FP2,2005-05,FP2,
2005-06-FP2,2005-06,FP2,
2005-07-FP2,2005-07,FP2,
2005-08-FP2,2005-08,FP2,
2005-09-FP2,2005-09,FP2,
2005-10-FP2,2005-10,FP2,
2005-11-FP2,2005-11,FP2,
2005-12-FP2,2005-12,FP2,
2005-13-FP2,2005-13,FP2,
2005-14-FP2,2005-14,FP2,
2005-15-FP2,2005-15,FP2,
2005-16-FP2,2005-16,FP2,
2005-17-FP2,2005-17,FP2,
2005-18-FP2,2005-18,FP2,
2005-19-FP2,2005-19,FP2,
2006-01-FP2,2006-01,FP2,
2006-02-FP2,2006-02,FP2,
2006-03-FP2,2006-03,FP2,
2006-04-FP2,2006-04,FP2,
2006-05-FP2,2006-05,FP2,
2006-06-FP2,2006-06,FP2,
2006-07-FP2,2006-07,FP2,
2006-08-FP2,2006-08,FP2,
2006-09-FP2,2006-09,FP2,
2006-10-FP2,2006-10,FP2,
2006-11-FP2,2006-11,FP2,
2006-12-FP2,2006-12,FP2,
2006-13-FP2,2006-13,FP2,
2006-14-FP2,2006-14,FP2,
2006-15-FP2,2006-15,FP2,
2006-16-FP2,2006-16,FP2,
2006-17-FP2,2006-17,FP2,
2006-18-FP2,2006-18,FP2,
2007-01-FP2,2007-01,FP2,
2007-02-FP2,2007-02,FP2,
2007-03-FP2,2007-03,FP2,
2007-04-FP2,2007-04,FP2,
2007-05-FP2,2007-05,FP2,
2007-06-FP2,2007-06,FP2,
2007-07-FP2,2007-07,FP2,
2007-08-FP2,2007-08,FP2,
2007-09-FP2,2007-09,FP2,
2007-10-FP2,2007-10,FP2,
2007-11-FP2,2007-11,FP2,
2007-12-FP2,2007-12,FP2,
2007-13-FP2,2007-13,FP2,
2007-14-FP2,2007-14,FP2,
2007-15-FP2,2007-15,FP2,
2007-16-FP2,2007-16,FP2,
2007-17-FP2,2007-17,FP2,
2008-01-FP2,2008-01,FP2,
2008-02-FP2,2008-02,FP2,
2008-03-FP2,2008-03,FP2,
2008-04-FP2,2008-04,FP2,
2008-05-FP2,2008-05,FP2,
2008-06-FP2,2008-06,FP2,
2008-07-FP2,2008-07,FP2,
2008-08-FP2,2008-08,FP2,
2008-09-FP2,2008-09,FP2,
2008-10-FP2,2008-10,FP2,
2008-11-FP2,2008-11,FP2,
2008-12-FP2,2008-12,FP2,
2008-13-FP2,2008-13,FP2,
2008-14-FP2,2008-14,FP2,
2008-15-FP2,2008-15,FP2,
2008-16-FP2,2008-16,FP2,
2008-17-FP2,2008-17,FP2,
2008-18-FP2,2008-18,FP2,
2009-01-FP2,2009-01,FP2,
2009-02-FP2,2009-02,FP2,
2009-03-FP2,2009-03,FP2,
2009-04-FP2,2009-04,FP2,
2009-05-FP2,2009-05,FP2,
2009-06-FP2,2009-06,FP2,
2009-07-FP2,2009-07,FP2,
2009-08-FP2,2009-08,FP2,
2009-09-FP2,2009-09,FP2,
2009-10-FP2,2009-10,FP2,
2009-11-FP2,2009-11,FP2,
2009-12-FP2,2009-12,FP2,
2009-13-FP2,2009-13,FP2,
2009-14-FP2,2009-14,FP2,
2009-15-FP2,2009-15,FP2,
2009-16-FP2,2009-16,FP2,
2009-17-FP2,2009-17,FP2,
2010-01-FP2,2010-01,FP2,
2010-02-FP2,2010-02,FP2,
2010-03-FP2,2010-03,FP2,
2010-04-FP2,2010-04,FP2,
2010-05-FP2,2010-05,FP2,
2010-06-FP2,2010-06,FP2,
2010-07-FP2,2010-07,FP2,
2010-08-FP2,2010-08,FP2,
2010-09-FP2,2010-09,FP2,
2010-10-FP2,2010-10,FP2,
2010-11-FP2,2010-11,FP2,
2010-12-FP2,2010-12,FP2,
2010-13-FP2,2010-13,FP2,
2010-14-FP2,2010-14,FP2,
2010-15-FP2,2010-15,FP2,
2010-16-FP2,2010-16,FP2,
2010-17-FP2,2010-17,FP2,
2010-18-FP2,2010-18,FP2,
2010-19-FP2,2010-19,FP2,
2011-01-FP2,2011-01,FP2,
2011-02-FP2,2011-02,FP2,
2011-03-FP2,2011-03,FP2,
2011-04-FP2,2011-04,FP2,
2011-05-FP2,2011-05,FP2,
2011-06-FP2,2011-06,FP2,
2011-07-FP2,2011-07,FP2,
2011-08-FP2,2011-08,FP2,
2011-09-FP2,2011-09,FP2,
2011-10-FP2,2011-10,FP2,
2011-11-FP2,2011-11,FP2,
2011-12-FP2,2011-12,FP2,
2011-13-FP2,2011-13,FP2,
2011-14-FP2,2011-14,FP2,
2011-15-FP2,2011-15,FP2,
2011-16-FP2,2011-16,FP2,
2011-17-FP2,2011-17,FP2,
2011-18-FP2,2011-18,FP2,
2011-19-FP2,2011-19,FP2,
2012-01-FP2,2012-01,FP2,
2012-02-FP2,2012-02,FP2,
2012-03-FP2,2012-03,FP2,
2012-04-FP2,2012-04,FP2,
2012-05-FP2,2012-05,FP2,
2012-06-FP2,2012-06,FP2,
2012-07-FP2,2012-07,FP2,
2012-08-FP2,2012-08,FP2,
2012-09-FP2,2012-09,FP2,
2012-10-FP2,2012-10,FP2,
2012-11-FP2,2012-11,FP2,
2012-12-FP2,2012-12,FP2,
2012-13-FP2,2012-13,FP2,
2012-14-FP2,2012-14,FP2,
2012-15-FP2,2012-15,FP2,
2012-16-FP2,2012-16,FP2,
2012-17-FP2,2012-17,FP2,
2012-18-FP2,2012-18,FP2,
2012-19-FP2,2012-19,FP2,
2012-20-FP2,2012-20,FP2,
2013-01-FP2,2013-01,FP2,
2013-02-FP2,2013-02,FP2,
2013-03-FP2,2013-03,FP2,
2013-04-FP2,2013-04,FP2,
2013-05-FP2,2013-05,FP2,
2013-06-FP2,2013-06,FP2,
2013-07-FP2,2013-07,FP2,
2013-08-FP2,2013-08,FP2,
2013-09-FP2,2013-09,FP2,
2013-10-FP2,2013-10,FP2,
2013-11-FP2,2013-11,FP2,
2013-12-FP2,2013-12,FP2,
2013-13-FP2,2013-13,FP2,
2013-14-FP2,2013-14,FP2,
2013-15-FP2,2013-15,FP2,
2013-16-FP2,2013-16,FP2,
2013-17-FP2,2013-17,FP2,
2013-18-FP2,2013-18,FP2,
2013-19-FP2,2013-19,FP2,
2014-01-FP2,2014-01,FP2,
2014-02-FP2,2014-02,FP2,
2014-03-FP2,2014-03,FP2,
2014-04-FP2,2014-04,FP2,
2014-05-FP2,2014-05,FP2,
2014-06-FP2,2014-06,FP2,
2014-07-FP2,2014-07,FP2,
2014-08-FP2,2014-08,FP2,
2014-09-FP2,2014-09,FP2,
2014-10-FP2,2014-10,FP2,
2014-11-FP2,2014-11,FP2,
2014-12-FP2,2014-12,FP2,
2014-13-FP2,2014-13,FP2,
2014-14-FP2,2014-14,FP2,
2014-15-FP2,2014-15,FP2,
2014-16-FP2,2014-16,FP2,
2014-17-FP2,2014-17,FP2,
2014-18-FP2,2014-18,FP2,
2014-19-FP2,2014-19,FP2,
2015-01-FP2,2015-01,FP2,
2015-02-FP2,2015-02,FP2,
2015-03-FP2,2015-03,FP2,
2015-04-FP2,2015-04,FP2,
2015-05-FP2,2015-05,FP2,
2015-06-FP2,2015-06,FP2,
2015-07-FP2,2015-07,FP2,
2015-08-FP2,2015-08,FP2,
2015-09-FP2,2015-09,FP2,
2015-10-FP2,2015-10,FP2,
2015-11-FP2,2015-11,FP2,
2015-12-FP2,2015-12,FP2,
2015-13-FP2,2015-13,FP2,
2015-14-FP2,2015-14,FP2,
2015-15-FP2,2015-15,FP2,
2015-17-FP2,2015-17,FP2,
2015-18-FP2,2015-18,FP2,
2015-19-FP2,2015-19,FP2,
2016-01-FP2,2016-01,FP2,
2016-02-FP2,2016-02,FP2,
2016-03-FP2,2016-03,FP2,
2016-04-FP2,2016-04,FP2,
2016-05-FP2,2016-05,FP2,
2016-06-FP2,2016-06,FP2,
2016-07-FP2,2016-07,FP2,
2016-08-FP2,2016-08,FP2,
2016-09-FP2,2016-09,FP2,
2016-10-FP2,2016-10,FP2,
2016-11-FP2,2016-11,FP2,
2016-12-FP2,2016-12,FP2,
2016-13-FP2,2016-13,FP2,
2016-14-FP2,2016-14,FP2,
2016-15-FP2,2016-15,FP2,
2016-16-FP2,2016-16,FP2,
2016-17-FP2,2016-17,FP2,
2016-18-FP2,2016-18,FP2,
2016-19-FP2,2016-19,FP2,
2016-20-FP2,2016-20,FP2,
2016-21-FP2,2016-21,FP2,
2017-01-FP2,2017-01,FP2,
2017-03-FP2,2017-03,FP2,
2017-04-FP2,2017-04,FP2,
2017-05-FP2,2017-05,FP2,
2017-06-FP2,2017-06,FP2,
2017-07-FP2,2017-07,FP2,
2017-08-FP2,2017-08,FP2,
2017-09-FP2,2017-09,FP2,
2017-10-FP2,2017-10,FP2,
2017-11-FP2,2017-11,FP2,
2017-12-FP2,2017-12,FP2,
2017-13-FP2,2017-13,FP2,
2017-14-FP2,2017-14,FP2,
2017-15-FP2,2017-15,FP2,
2017-16-FP2,2017-16,FP2,
2017-17-FP2,2017-17,FP2,
2017-18-FP2,2017-18,FP2,
2017-19-FP2,2017-19,FP2,
2017-20-FP2,2017-20,FP2,
2018-01-FP2,2018-01,FP2,
2018-02-FP2,2018-02,FP2,
2018-03-FP2,2018-03,FP2,
2018-04-FP2,2018-04,FP2,
2018-05-FP2,2018-05,FP2,
2018-06-FP2,2018-06,FP2,
2018-07-FP2,2018-07,FP2,
2018-08-FP2,2018-08,FP2,
2018-09-FP2,2018-09,FP2,
2018-10-FP2,2018-10,FP2,
2018-11-FP2,2018-11,FP2,
2018-12-FP2,2018-12,FP2,
2018-13-FP2,2018-13,FP2,
2018-14-FP2,2018-14,FP2,
2018-15-FP2,2018-15,FP2,
2018-16-FP2,2018-16,FP2,
2018-17-FP2,2018-17,FP2,
2018-18-FP2,2018-18,FP2,
2018-19-FP2,2018-19,FP2,
2018-20-FP2,2018-20,FP2,
2018-21-FP2,2018-21,FP2,
2019-01-FP2,2019-01,FP2,
2019-02-FP2,2019-02,FP2,
2019-03-FP2,2019-03,FP2,
2019-04-FP2,2019-04,FP2,
2019-05-FP2,2019-05,FP2,
2019-06-FP2,2019-06,FP2,
2019-07-FP2,2019-07,FP2,
2019-08-FP2,2019-08,FP2,
2019-09-FP2,2019-09,FP2,
2019-10-FP2,2019-10,FP2,
2019-11-FP2,2019-11,FP2,
2019-12-FP2,2019-12,FP2,
2019-13-FP2,2019-13,FP2,
2019-14-FP2,2019-14,FP2,
2019-15-FP2,2019-15,FP2,
2019-16-FP2,2019-16,FP2,
2019-17-FP2,2019-17,FP2,
2019-18-FP2,2019-18,FP2,
2019-19-FP2,2019-19,FP2,
2019-20-FP2,2019-20,FP2,
2019-21-FP2,2019-21,FP2,
2020-01-FP2,2020-01,FP2,
2020-02-FP2,2020-02,FP2,
2020-03-FP2,2020-03,FP2,
2020-04-FP2,2020-04,FP2,
2020-05-FP2,2020-05,FP2,
2020-06-FP2,2020-06,FP2,
2020-07-FP2,2020-07,FP2,
2020-08-FP2,2020-08,FP2,
2020-09-FP2,2020-09,FP2,
2020-10-FP2,2020-10,FP2,
2020-12-FP2,2020-12,FP2,
2020-14-FP2,2020-14,FP2,
2020-15-FP2,2020-15,FP2,
2020-16-FP2,2020-16,FP2,
2020-17-FP2,2020-17,FP2,
2021-01-FP2,2021-01,FP2,
2021-02-FP2,2021-02,FP2,
2021-03-FP2,2021-03,FP2,
2021-04-FP2,2021-04,FP2,
2021-05-FP2,2021-05,FP2,
2021-06-FP2,2021-06,FP2,
2021-07-FP2,2021-07,FP2,
2021-08-FP2,2021-08,FP2,
2021-09-FP2,2021-09,FP2,
2021-10-FP2,2021-10,FP2,
2021-11-FP2,2021-11,FP2,
2021-12-FP2,2021-12,FP2,
2021-13-FP2,2021-13,FP2,
2021-14-FP2,2021-14,FP2,
2021-15-FP2,2021-15,FP2,
2021-16-FP2,2021-16,FP2,
2021-17-FP2,2021-17,FP2,
2021-18-FP2,2021-18,FP2,
2021-19-FP2,2021-19,FP2,
2021-20-FP2,2021-20,FP2,
2021-21-FP2,2021-21,FP2,
2021-22-FP2,2021-22,FP2,
2022-01-FP2,2022-01,FP2,
2022-02-FP2,2022-02,FP2,
2022-03-FP2,2022-03,FP2,
2022-04-FP2,2022-04,FP2,
2022-05-FP2,2022-05,FP2,
2022-06-FP2,2022-06,FP2,
2022-07-FP2,2022-07,FP2,
2022-08-FP2,2022-08,FP2,
2022-09-FP2,2022-09,FP2,
2022-10-FP2,2022-10,FP2,
2022-11-FP2,2022-11,FP2,
2022-12-FP2,2022-12,FP2,
2022-13-FP2,2022-13,FP2,
2022-14-FP2,2022-14,FP2,
2022-15-FP2,2022-15,FP2,
2022-16-FP2,2022-16,FP2,
2022-17-FP2,2022-17,FP2,
2022-18-FP2,2022-18,FP2,
2022-19-FP2,2022-19,FP2,
2022-20-FP2,2022-20,FP2,
2022-21-FP2,2022-21,FP2,
2022-22-FP2,2022-22,FP2,
2003-09-FP3,2003-09,FP3,
2003-10-FP3,2003-10,FP3,
2003-11-FP3,2003-11,FP3,
2003-12-FP3,2003-12,FP3,
2003-13-FP3,2003-13,FP3,
2003-14-FP3,2003-14,FP3,
2003-15-FP3,2003-15,FP3,
2003-16-FP3,2003-16,FP3,
2004-01-FP3,2004-01,FP3,
2004-02-FP3,2004-02,FP3,
2004-03-FP3,2004-03,FP3,
2004-04-FP3,2004-04,FP3,
2004-05-FP3,2004-05,FP3,
2004-06-FP3,2004-06,FP3,
2004-07-FP3,2004-07,FP3,
2004-08-FP3,2004-08,FP3,
2004-09-FP3,2004-09,FP3,
2004-10-FP3,2004-10,FP3,
2004-11-FP3,2004-11,FP3,
2004-12-FP3,2004-12,FP3,
2004-13-FP3,2004-13,FP3,
2004-15-FP3,2004-15,FP3,
2004-16-FP3,2004-16,FP3,
2004-18-FP3,2004-18,FP3,
2005-01-FP3,2005-01,FP3,
2005-02-FP3,2005-02,FP3,
2005-03-FP3,2005-03,FP3,
2005-04-FP3,2005-04,FP3,
2005-05-FP3,2005-05,FP3,
2005-06-FP3,2005-06,FP3,
2005-07-FP3,2005-07,FP3,
2005-08-FP3,2005-08,FP3,
2005-09-FP3,2005-09,FP3,
2005-10-FP3,2005-10,FP3,
2005-11-FP3,2005-11,FP3,
2005-12-FP3,2005-12,FP3,
2005-13-FP3,2005-13,FP3,
2005-14-FP3,2005-14,FP3,
2005-15-FP3,2005-15,FP3,
2005-16-FP3,2005-16,FP3,
2005-17-FP3,2005-17,FP3,
2005-18-FP3,2005-18,FP3,
2005-19-FP3,2005-19,FP3,
2006-01-FP3,2006-01,FP3,
2006-02-FP3,2006-02,FP3,
2006-03-FP3,2006-03,FP3,
2006-04-FP3,2006-04,FP3,
2006-05-FP3,2006-05,FP3,
2006-06-FP3,2006-06,FP3,
2006-07-FP3,2006-07,FP3,
2006-08-FP3,2006-08,FP3,
2006-09-FP3,2006-09,FP3,
2006-10-FP3,2006-10,FP3,
2006-11-FP3,2006-11,FP3,
2006-12-FP3,2006-12,FP3,
2006-13-FP3,2006-13,FP3,
2006-14-FP3,2006-14,FP3,
2006-15-FP3,2006-15,FP3,
2006-16-FP3,2006-16,FP3,
2006-17-FP3,2006-17,FP3,
2006-18-FP3,2006-18,FP3,
2007-01-FP3,2007-01,FP3,
2007-02-FP3,2007-02,FP3,
2007-03-FP3,2007-03,FP3,
2007-04-FP3,2007-04,FP3,
2007-05-FP3,2007-05,FP3,
2007-06-FP3,2007-06,FP3,
2007-07-FP3,2007-07,FP3,
2007-08-FP3,2007-08,FP3,
2007-09-FP3,2007-09,FP3,
2007-10-FP3,2007-10,FP3,
2007-11-FP3,2007-11,FP3,
2007-12-FP3,2007-12,FP3,
2007-13-FP3,2007-13,FP3,
2007-14-FP3,2007-14,FP3,
2007-15-FP3,2007-15,FP3,
2007-16-FP3,2007-16,FP3,
2007-17-FP3,2007-17,FP3,
2008-01-FP3,2008-01,FP3,
2008-02-FP3,2008-02,FP3,
2008-03-FP3,2008-03,FP3,
2008-04-FP3,2008-04,FP3,
2008-05-FP3,2008-05,FP3,
2008-06-FP3,2008-06,FP3,
2008-07-FP3,2008-07,FP3,
2008-08-FP3,2008-08,FP3,
2008-09-FP3,2008-09,FP3,
2008-10-FP3,2008-10,FP3,
2008-11-FP3,2008-11,FP3,
2008-12-FP3,2008-12,FP3,
2008-13-FP3,2008-13,FP3,
2008-14-FP3,2008-14,FP3,
2008-15-FP3,2008-15,FP3,
2008-16-FP3,2008-16,FP3,
2008-17-FP3,2008-17,FP3,
2008-18-FP3,2008-18,FP3,
2009-01-FP3,2009-01,FP3,
2009-02-FP3,2009-02,FP3,
2009-03-FP3,2009-03,FP3,
2009-04-FP3,2009-04,FP3,
2009-05-FP3,2009-05,FP3,
2009-06-FP3,2009-06,FP3,
2009-07-FP3,2009-07,FP3,
2009-08-FP3,2009-08,FP3,
2009-09-FP3,2009-09,FP3,
2009-10-FP3,2009-10,FP3,
2009-11-FP3,2009-11,FP3,
2009-12-FP3,2009-12,FP3,
2009-13-FP3,2009-13,FP3,
2009-14-FP3,2009-14,FP3,
2009-15-FP3,2009-15,FP3,
2009-16-FP3,2009-16,FP3,
2009-17-FP3,2009-17,FP3,
2010-01-FP3,2010-01,FP3,
2010-02-FP3,2010-02,FP3,
2010-03-FP3,2010-03,FP3,
2010-04-FP3,2010-04,FP3,
2010-05-FP3,2010-05,FP3,
2010-06-FP3,2010-06,FP3,
2010-07-FP3,2010-07,FP3,
2010-08-FP3,2010-08,FP3,
2010-09-FP3,2010-09,FP3,
2010-10-FP3,2010-10,FP3,
2010-11-FP3,2010-11,FP3,
2010-12-FP3,2010-12,FP3,
2010-13-FP3,2010-13,FP3,
2010-14-FP3,2010-14,FP3,
2010-15-FP3,2010-15,FP3,
2010-16-FP3,2010-16,FP3,
2010-17-FP3,2010-17,FP3,
2010-18-FP3,2010-18,FP3,
2010-19-FP3,2010-19,FP3,
2011-01-FP3,2011-01,FP3,
2011-02-FP3,2011-02,FP3,
2011-03-FP3,2011-03,FP3,
2011-04-FP3,2011-04,FP3,
2011-05-FP3,2011-05,FP3,
2011-06-FP3,2011-06,FP3,
2011-07-FP3,2011-07,FP3,
2011-08-FP3,2011-08,FP3,
2011-09-FP3,2011-09,FP3,
2011-10-FP3,2011-10,FP3,
2011-11-FP3,2011-11,FP3,
2011-12-FP3,2011-12,FP3,
2011-13-FP3,2011-13,FP3,
2011-14-FP3,2011-14,FP3,
2011-15-FP3,2011-15,FP3,
2011-16-FP3,2011-16,FP3,
2011-17-FP3,2011-17,FP3,
2011-18-FP3,2011-18,FP3,
2011-19-FP3,2011-19,FP3,
2012-01-FP3,2012-01,FP3,
2012-02-FP3,2012-02,FP3,
2012-03-FP3,2012-03,FP3,
2012-04-FP3,2012-04,FP3,
2012-05-FP3,2012-05,FP3,
2012-06-FP3,2012-06,FP3,
2012-07-FP3,2012-07,FP3,
2012-08-FP3,2012-08,FP3,
2012-09-FP3,2012-09,FP3,
2012-10-FP3,2012-10,FP3,
2012-11-FP3,2012-11,FP3,
2012-12-FP3,2012-12,FP3,
2012-13-FP3,2012-13,FP3,
2012-14-FP3,2012-14,FP3,
2012-15-FP3,2012-15,FP3,
2012-16-FP3,2012-16,FP3,
2012-17-FP3,2012-17,FP3,
2012-18-FP3,2012-18,FP3,
2012-19-FP3,2012-19,FP3,
2012-20-FP3,2012-20,FP3,
2013-01-FP3,2013-01,FP3,
2013-02-FP3,2013-02,FP3,
2013-03-FP3,2013-03,FP3,
2013-04-FP3,2013-04,FP3,
2013-05-FP3,2013-05,FP3,
2013-06-FP3,2013-06,FP3,
2013-07-FP3,2013-07,FP3,
2013-08-FP3,2013-08,FP3,
2013-09-FP3,2013-09,FP3,
2013-10-FP3,2013-10,FP3,
2013-11-FP3,2013-11,FP3,
2013-12-FP3,2013-12,FP3,
2013-13-FP3,2013-13,FP3,
2013-14-FP3,2013-14,FP3,
2013-15-FP3,2013-15,FP3,
2013-16-FP3,2013-16,FP3,
2013-17-FP3,2013-17,FP3,
2013-18-FP3,2013-18,FP3,
2013-19-FP3,2013-19,FP3,
2014-01-FP3,2014-01,FP3,
2014-02-FP3,2014-02,FP3,
2014-03-FP3,2014-03,FP3,
2014-04-FP3,2014-04,FP3,
2014-05-FP3,2014-05,FP3,
2014-06-FP3,2014-06,FP3,
2014-07-FP3,2014-07,FP3,
2014-08-FP3,2014-08,FP3,
2014-09-FP3,2014-09,FP3,
2014-10-FP3,2014-10,FP3,
2014-11-FP3,2014-11,FP3,
2014-12-FP3,2014-12,FP3,
2014-13-FP3,2014-13,FP3,
2014-14-FP3,2014-14,FP3,
2014-15-FP3,2014-15,FP3,
2014-16-FP3,2014-16,FP3,
