id,eventId,abbreviation,startDateTime
1963-04-R,1963-04,R,1963-06-30T00:00:00Z
1963-05-R,1963-05,R,1963-07-20T00:00:00Z
1963-06-R,1963-06,R,1963-08-04T00:00:00Z
1963-07-R,1963-07,R,1963-09-08T00:00:00Z
1963-08-R,1963-08,R,1963-10-06T00:00:00Z
1963-09-R,1963-09,R,1963-10-27T00:00:00Z
1963-10-R,1963-10,R,1963-12-28T00:00:00Z
1964-01-R,1964-01,R,1964-05-10T00:00:00Z
1964-02-R,1964-02,R,1964-05-24T00:00:00Z
1964-03-R,1964-03,R,1964-06-14T00:00:00Z
1964-04-R,1964-04,R,1964-06-28T00:00:00Z
1964-05-R,1964-05,R,1964-07-11T00:00:00Z
1964-06-R,1964-06,R,1964-08-02T00:00:00Z
1964-07-R,1964-07,R,1964-08-23T00:00:00Z
1964-08-R,1964-08,R,1964-09-06T00:00:00Z
1964-09-R,1964-09,R,1964-10-04T00:00:00Z
1964-10-R,1964-10,R,1964-10-25T00:00:00Z
1965-01-R,1965-01,R,1965-01-01T00:00:00Z
1965-02-R,1965-02,R,1965-05-30T00:00:00Z
1965-03-R,1965-03,R,1965-06-13T00:00:00Z
1965-04-R,1965-04,R,1965-06-27T00:00:00Z
1965-05-R,1965-05,R,1965-07-10T00:00:00Z
1965-06-R,1965-06,R,1965-07-18T00:00:00Z
1965-07-R,1965-07,R,1965-08-01T00:00:00Z
1965-08-R,1965-08,R,1965-09-12T00:00:00Z
1965-09-R,1965-09,R,1965-10-03T00:00:00Z
1965-10-R,1965-10,R,1965-10-24T00:00:00Z
1966-01-R,1966-01,R,1966-05-22T00:00:00Z
1966-02-R,1966-02,R,1966-06-12T00:00:00Z
1966-03-R,1966-03,R,1966-07-03T00:00:00Z
1966-04-R,1966-04,R,1966-07-16T00:00:00Z
1966-05-R,1966-05,R,1966-07-24T00:00:00Z
1966-06-R,1966-06,R,1966-08-07T00:00:00Z
1966-07-R,1966-07,R,1966-09-04T00:00:00Z
1966-08-R,1966-08,R,1966-10-02T00:00:00Z
1966-09-R,1966-09,R,1966-10-23T00:00:00Z
1967-01-R,1967-01,R,1967-01-02T00:00:00Z
1967-02-R,1967-02,R,1967-05-07T00:00:00Z
1967-03-R,1967-03,R,1967-06-04T00:00:00Z
1967-04-R,1967-04,R,1967-06-18T00:00:00Z
1967-05-R,1967-05,R,1967-07-02T00:00:00Z
1967-06-R,1967-06,R,1967-07-15T00:00:00Z
1967-07-R,1967-07,R,1967-08-06T00:00:00Z
1967-08-R,1967-08,R,1967-08-27T00:00:00Z
1967-09-R,1967-09,R,1967-09-10T00:00:00Z
1967-10-R,1967-10,R,1967-10-01T00:00:00Z
1967-11-R,1967-11,R,1967-10-22T00:00:00Z
1968-01-R,1968-01,R,1968-01-01T00:00:00Z
1968-02-R,1968-02,R,1968-05-12T00:00:00Z
1968-03-R,1968-03,R,1968-05-26T00:00:00Z
1968-04-R,1968-04,R,1968-06-09T00:00:00Z
1968-05-R,1968-05,R,1968-06-23T00:00:00Z
1968-06-R,1968-06,R,1968-07-07T00:00:00Z
1968-07-R,1968-07,R,1968-07-20T00:00:00Z
1968-08-R,1968-08,R,1968-08-04T00:00:00Z
1968-09-R,1968-09,R,1968-09-08T00:00:00Z
1968-10-R,1968-10,R,1968-09-22T00:00:00Z
1968-11-R,1968-11,R,1968-10-06T00:00:00Z
1968-12-R,1968-12,R,1968-11-03T00:00:00Z
1969-01-R,1969-01,R,1969-03-01T00:00:00Z
1969-02-R,1969-02,R,1969-05-04T00:00:00Z
1969-03-R,1969-03,R,1969-05-18T00:00:00Z
1969-04-R,1969-04,R,1969-06-21T00:00:00Z
1969-05-R,1969-05,R,1969-07-06T00:00:00Z
1969-06-R,1969-06,R,1969-07-19T00:00:00Z
1969-07-R,1969-07,R,1969-08-03T00:00:00Z
1969-08-R,1969-08,R,1969-09-07T00:00:00Z
1969-09-R,1969-09,R,1969-09-20T00:00:00Z
1969-10-R,1969-10,R,1969-10-05T00:00:00Z
1969-11-R,1969-11,R,1969-10-19T00:00:00Z
1970-01-R,1970-01,R,1970-03-07T00:00:00Z
1970-02-R,1970-02,R,1970-04-19T00:00:00Z
1970-03-R,1970-03,R,1970-05-10T00:00:00Z
1970-04-R,1970-04,R,1970-06-07T00:00:00Z
1970-05-R,1970-05,R,1970-06-21T00:00:00Z
1970-06-R,1970-06,R,1970-07-05T00:00:00Z
1970-07-R,1970-07,R,1970-07-18T00:00:00Z
1970-08-R,1970-08,R,1970-08-02T00:00:00Z
1970-09-R,1970-09,R,1970-08-16T00:00:00Z
1970-10-R,1970-10,R,1970-09-06T00:00:00Z
1970-11-R,1970-11,R,1970-09-20T00:00:00Z
1970-12-R,1970-12,R,1970-10-04T00:00:00Z
1970-13-R,1970-13,R,1970-10-25T00:00:00Z
1971-01-R,1971-01,R,1971-03-06T00:00:00Z
1971-02-R,1971-02,R,1971-04-18T00:00:00Z
1971-03-R,1971-03,R,1971-05-23T00:00:00Z
1971-04-R,1971-04,R,1971-06-20T00:00:00Z
1971-05-R,1971-05,R,1971-07-04T00:00:00Z
1971-06-R,1971-06,R,1971-07-17T00:00:00Z
1971-07-R,1971-07,R,1971-08-01T00:00:00Z
1971-08-R,1971-08,R,1971-08-15T00:00:00Z
1971-09-R,1971-09,R,1971-09-05T00:00:00Z
1971-10-R,1971-10,R,1971-09-19T00:00:00Z
1971-11-R,1971-11,R,1971-10-03T00:00:00Z
1972-01-R,1972-01,R,1972-01-23T00:00:00Z
1972-02-R,1972-02,R,1972-03-04T00:00:00Z
1972-03-R,1972-03,R,1972-05-01T00:00:00Z
1972-04-R,1972-04,R,1972-05-14T00:00:00Z
1972-05-R,1972-05,R,1972-06-04T00:00:00Z
1972-06-R,1972-06,R,1972-07-02T00:00:00Z
1972-07-R,1972-07,R,1972-07-15T00:00:00Z
1972-08-R,1972-08,R,1972-07-30T00:00:00Z
1972-09-R,1972-09,R,1972-08-13T00:00:00Z
1972-10-R,1972-10,R,1972-09-10T00:00:00Z
1972-11-R,1972-11,R,1972-09-24T00:00:00Z
1972-12-R,1972-12,R,1972-10-08T00:00:00Z
1973-01-R,1973-01,R,1973-01-28T00:00:00Z
1973-02-R,1973-02,R,1973-02-11T00:00:00Z
1973-03-R,1973-03,R,1973-03-03T00:00:00Z
1973-04-R,1973-04,R,1973-04-29T00:00:00Z
1973-05-R,1973-05,R,1973-05-20T00:00:00Z
1973-06-R,1973-06,R,1973-06-03T00:00:00Z
1973-07-R,1973-07,R,1973-06-17T00:00:00Z
1973-08-R,1973-08,R,1973-07-01T00:00:00Z
1973-09-R,1973-09,R,1973-07-14T00:00:00Z
1973-10-R,1973-10,R,1973-07-29T00:00:00Z
1973-11-R,1973-11,R,1973-08-05T00:00:00Z
1973-12-R,1973-12,R,1973-08-19T00:00:00Z
1973-13-R,1973-13,R,1973-09-09T00:00:00Z
1973-14-R,1973-14,R,1973-09-23T00:00:00Z
1973-15-R,1973-15,R,1973-10-07T00:00:00Z
1974-01-R,1974-01,R,1974-01-13T00:00:00Z
1974-02-R,1974-02,R,1974-01-27T00:00:00Z
1974-03-R,1974-03,R,1974-03-30T00:00:00Z
1974-04-R,1974-04,R,1974-04-28T00:00:00Z
1974-05-R,1974-05,R,1974-05-12T00:00:00Z
1974-06-R,1974-06,R,1974-05-26T00:00:00Z
1974-07-R,1974-07,R,1974-06-09T00:00:00Z
1974-08-R,1974-08,R,1974-06-23T00:00:00Z
1974-09-R,1974-09,R,1974-07-07T00:00:00Z
1974-10-R,1974-10,R,1974-07-20T00:00:00Z
1974-11-R,1974-11,R,1974-08-04T00:00:00Z
1974-12-R,1974-12,R,1974-08-18T00:00:00Z
1974-13-R,1974-13,R,1974-09-08T00:00:00Z
1974-14-R,1974-14,R,1974-09-22T00:00:00Z
1974-15-R,1974-15,R,1974-10-06T00:00:00Z
1975-01-R,1975-01,R,1975-01-12T00:00:00Z
1975-02-R,1975-02,R,1975-01-26T00:00:00Z
1975-03-R,1975-03,R,1975-03-01T00:00:00Z
1975-04-R,1975-04,R,1975-04-27T00:00:00Z
1975-05-R,1975-05,R,1975-05-11T00:00:00Z
1975-06-R,1975-06,R,1975-05-25T00:00:00Z
1975-07-R,1975-07,R,1975-06-08T00:00:00Z
1975-08-R,1975-08,R,1975-06-22T00:00:00Z
1975-09-R,1975-09,R,1975-07-06T00:00:00Z
1975-10-R,1975-10,R,1975-07-19T00:00:00Z
1975-11-R,1975-11,R,1975-08-03T00:00:00Z
1975-12-R,1975-12,R,1975-08-17T00:00:00Z
1975-13-R,1975-13,R,1975-09-07T00:00:00Z
1975-14-R,1975-14,R,1975-10-05T00:00:00Z
1976-01-R,1976-01,R,1976-01-25T00:00:00Z
1976-02-R,1976-02,R,1976-03-06T00:00:00Z
1976-03-R,1976-03,R,1976-03-28T00:00:00Z
1976-04-R,1976-04,R,1976-05-02T00:00:00Z
1976-05-R,1976-05,R,1976-05-16T00:00:00Z
1976-06-R,1976-06,R,1976-05-30T00:00:00Z
1976-07-R,1976-07,R,1976-06-13T00:00:00Z
1976-08-R,1976-08,R,1976-07-04T00:00:00Z
1976-09-R,1976-09,R,1976-07-18T00:00:00Z
1976-10-R,1976-10,R,1976-08-01T00:00:00Z
1976-11-R,1976-11,R,1976-08-15T00:00:00Z
1976-12-R,1976-12,R,1976-08-29T00:00:00Z
1976-13-R,1976-13,R,1976-09-12T00:00:00Z
1976-14-R,1976-14,R,1976-10-03T00:00:00Z
1976-15-R,1976-15,R,1976-10-10T00:00:00Z
1976-16-R,1976-16,R,1976-10-24T00:00:00Z
1977-01-R,1977-01,R,1977-01-09T00:00:00Z
1977-02-R,1977-02,R,1977-01-23T00:00:00Z
1977-03-R,1977-03,R,1977-03-05T00:00:00Z
1977-04-R,1977-04,R,1977-04-03T00:00:00Z
1977-05-R,1977-05,R,1977-05-08T00:00:00Z
1977-06-R,1977-06,R,1977-05-22T00:00:00Z
1977-07-R,1977-07,R,1977-06-05T00:00:00Z
1977-08-R,1977-08,R,1977-06-19T00:00:00Z
1977-09-R,1977-09,R,1977-07-03T00:00:00Z
1977-10-R,1977-10,R,1977-07-16T00:00:00Z
1977-11-R,1977-11,R,1977-07-31T00:00:00Z
1977-12-R,1977-12,R,1977-08-14T00:00:00Z
1977-13-R,1977-13,R,1977-08-28T00:00:00Z
1977-14-R,1977-14,R,1977-09-11T00:00:00Z
1977-15-R,1977-15,R,1977-10-02T00:00:00Z
1977-16-R,1977-16,R,1977-10-09T00:00:00Z
1977-17-R,1977-17,R,1977-10-23T00:00:00Z
1978-01-R,1978-01,R,1978-01-15T00:00:00Z
1978-02-R,1978-02,R,1978-01-29T00:00:00Z
1978-03-R,1978-03,R,1978-03-04T00:00:00Z
1978-04-R,1978-04,R,1978-04-02T00:00:00Z
1978-05-R,1978-05,R,1978-05-07T00:00:00Z
1978-06-R,1978-06,R,1978-05-21T00:00:00Z
1978-07-R,1978-07,R,1978-06-04T00:00:00Z
1978-08-R,1978-08,R,1978-06-17T00:00:00Z
1978-09-R,1978-09,R,1978-07-02T00:00:00Z
1978-10-R,1978-10,R,1978-07-16T00:00:00Z
1978-11-R,1978-11,R,1978-07-30T00:00:00Z
1978-12-R,1978-12,R,1978-08-13T00:00:00Z
1978-13-R,1978-13,R,1978-08-27T00:00:00Z
1978-14-R,1978-14,R,1978-09-10T00:00:00Z
1978-15-R,1978-15,R,1978-10-01T00:00:00Z
1978-16-R,1978-16,R,1978-10-08T00:00:00Z
1979-01-R,1979-01,R,1979-01-21T00:00:00Z
1979-02-R,1979-02,R,1979-02-04T00:00:00Z
1979-03-R,1979-03,R,1979-03-03T00:00:00Z
1979-04-R,1979-04,R,1979-04-08T00:00:00Z
1979-05-R,1979-05,R,1979-04-29T00:00:00Z
1979-06-R,1979-06,R,1979-05-13T00:00:00Z
1979-07-R,1979-07,R,1979-05-27T00:00:00Z
1979-08-R,1979-08,R,1979-07-01T00:00:00Z
1979-09-R,1979-09,R,1979-07-14T00:00:00Z
1979-10-R,1979-10,R,1979-07-29T00:00:00Z
1979-11-R,1979-11,R,1979-08-12T00:00:00Z
1979-12-R,1979-12,R,1979-08-26T00:00:00Z
1979-13-R,1979-13,R,1979-09-09T00:00:00Z
1979-14-R,1979-14,R,1979-09-30T00:00:00Z
1979-15-R,1979-15,R,1979-10-07T00:00:00Z
1980-01-R,1980-01,R,1980-01-13T00:00:00Z
1980-02-R,1980-02,R,1980-01-27T00:00:00Z
1980-03-R,1980-03,R,1980-03-01T00:00:00Z
1980-04-R,1980-04,R,1980-03-30T00:00:00Z
1980-05-R,1980-05,R,1980-05-04T00:00:00Z
1980-06-R,1980-06,R,1980-05-18T00:00:00Z
1980-07-R,1980-07,R,1980-06-29T00:00:00Z
1980-08-R,1980-08,R,1980-07-13T00:00:00Z
1980-09-R,1980-09,R,1980-08-10T00:00:00Z
1980-10-R,1980-10,R,1980-08-17T00:00:00Z
1980-11-R,1980-11,R,1980-08-31T00:00:00Z
1980-12-R,1980-12,R,1980-09-14T00:00:00Z
1980-13-R,1980-13,R,1980-09-28T00:00:00Z
1980-14-R,1980-14,R,1980-10-05T00:00:00Z
1981-01-R,1981-01,R,1981-03-15T00:00:00Z
1981-02-R,1981-02,R,1981-03-29T00:00:00Z
1981-03-R,1981-03,R,1981-04-12T00:00:00Z
1981-04-R,1981-04,R,1981-05-03T00:00:00Z
1981-05-R,1981-05,R,1981-05-17T00:00:00Z
1981-06-R,1981-06,R,1981-05-31T00:00:00Z
1981-07-R,1981-07,R,1981-06-21T00:00:00Z
1981-08-R,1981-08,R,1981-07-05T00:00:00Z
1981-09-R,1981-09,R,1981-07-18T00:00:00Z
1981-10-R,1981-10,R,1981-08-02T00:00:00Z
1981-11-R,1981-11,R,1981-08-16T00:00:00Z
1981-12-R,1981-12,R,1981-08-30T00:00:00Z
1981-13-R,1981-13,R,1981-09-13T00:00:00Z
1981-14-R,1981-14,R,1981-09-27T00:00:00Z
1981-15-R,1981-15,R,1981-10-17T00:00:00Z
1982-01-R,1982-01,R,1982-01-23T00:00:00Z
1982-02-R,1982-02,R,1982-03-21T00:00:00Z
1982-03-R,1982-03,R,1982-04-04T00:00:00Z
1982-04-R,1982-04,R,1982-04-25T00:00:00Z
1982-05-R,1982-05,R,1982-05-09T00:00:00Z
1982-06-R,1982-06,R,1982-05-23T00:00:00Z
1982-07-R,1982-07,R,1982-06-06T00:00:00Z
1982-08-R,1982-08,R,1982-06-13T00:00:00Z
1982-09-R,1982-09,R,1982-07-03T00:00:00Z
1982-10-R,1982-10,R,1982-07-18T00:00:00Z
1982-11-R,1982-11,R,1982-07-25T00:00:00Z
1982-12-R,1982-12,R,1982-08-08T00:00:00Z
1982-13-R,1982-13,R,1982-08-15T00:00:00Z
1982-14-R,1982-14,R,1982-08-29T00:00:00Z
1982-15-R,1982-15,R,1982-09-12T00:00:00Z
1982-16-R,1982-16,R,1982-09-25T00:00:00Z
1983-01-R,1983-01,R,1983-03-13T00:00:00Z
1983-02-R,1983-02,R,1983-03-27T00:00:00Z
1983-03-R,1983-03,R,1983-04-17T00:00:00Z
1983-04-R,1983-04,R,1983-05-01T00:00:00Z
1983-05-R,1983-05,R,1983-05-15T00:00:00Z
1983-06-R,1983-06,R,1983-05-22T00:00:00Z
1983-07-R,1983-07,R,1983-06-05T00:00:00Z
1983-08-R,1983-08,R,1983-06-12T00:00:00Z
1983-09-R,1983-09,R,1983-07-16T00:00:00Z
1983-10-R,1983-10,R,1983-08-07T00:00:00Z
1983-11-R,1983-11,R,1983-08-14T00:00:00Z
1983-12-R,1983-12,R,1983-08-28T00:00:00Z
1983-13-R,1983-13,R,1983-09-11T00:00:00Z
1983-14-R,1983-14,R,1983-09-25T00:00:00Z
1983-15-R,1983-15,R,1983-10-15T00:00:00Z
1984-01-R,1984-01,R,1984-03-25T00:00:00Z
1984-02-R,1984-02,R,1984-04-07T00:00:00Z
1984-03-R,1984-03,R,1984-04-29T00:00:00Z
1984-04-R,1984-04,R,1984-05-06T00:00:00Z
1984-05-R,1984-05,R,1984-05-20T00:00:00Z
1984-06-R,1984-06,R,1984-06-03T00:00:00Z
1984-07-R,1984-07,R,1984-06-17T00:00:00Z
1984-08-R,1984-08,R,1984-06-24T00:00:00Z
1984-09-R,1984-09,R,1984-07-08T00:00:00Z
1984-10-R,1984-10,R,1984-07-22T00:00:00Z
1984-11-R,1984-11,R,1984-08-05T00:00:00Z
1984-12-R,1984-12,R,1984-08-19T00:00:00Z
1984-13-R,1984-13,R,1984-08-26T00:00:00Z
1984-14-R,1984-14,R,1984-09-09T00:00:00Z
1984-15-R,1984-15,R,1984-10-07T00:00:00Z
1984-16-R,1984-16,R,1984-10-21T00:00:00Z
1985-01-R,1985-01,R,1985-04-07T00:00:00Z
1985-02-R,1985-02,R,1985-04-21T00:00:00Z
1985-03-R,1985-03,R,1985-05-05T00:00:00Z
1985-04-R,1985-04,R,1985-05-19T00:00:00Z
1985-05-R,1985-05,R,1985-06-16T00:00:00Z
1985-06-R,1985-06,R,1985-06-23T00:00:00Z
1985-07-R,1985-07,R,1985-07-07T00:00:00Z
1985-08-R,1985-08,R,1985-07-21T00:00:00Z
1985-09-R,1985-09,R,1985-08-04T00:00:00Z
1985-10-R,1985-10,R,1985-08-18T00:00:00Z
1985-11-R,1985-11,R,1985-08-25T00:00:00Z
1985-12-R,1985-12,R,1985-09-08T00:00:00Z
1985-13-R,1985-13,R,1985-09-15T00:00:00Z
1985-14-R,1985-14,R,1985-10-06T00:00:00Z
1985-15-R,1985-15,R,1985-10-19T00:00:00Z
1985-16-R,1985-16,R,1985-11-03T00:00:00Z
1986-01-R,1986-01,R,1986-03-23T00:00:00Z
1986-02-R,1986-02,R,1986-04-13T00:00:00Z
1986-03-R,1986-03,R,1986-04-27T00:00:00Z
1986-04-R,1986-04,R,1986-05-11T00:00:00Z
1986-05-R,1986-05,R,1986-05-25T00:00:00Z
1986-06-R,1986-06,R,1986-06-15T00:00:00Z
1986-07-R,1986-07,R,1986-06-22T00:00:00Z
1986-08-R,1986-08,R,1986-07-06T00:00:00Z
1986-09-R,1986-09,R,1986-07-13T00:00:00Z
1986-10-R,1986-10,R,1986-07-27T00:00:00Z
1986-11-R,1986-11,R,1986-08-10T00:00:00Z
1986-12-R,1986-12,R,1986-08-17T00:00:00Z
1986-13-R,1986-13,R,1986-09-07T00:00:00Z
1986-14-R,1986-14,R,1986-09-21T00:00:00Z
1986-15-R,1986-15,R,1986-10-12T00:00:00Z
1986-16-R,1986-16,R,1986-10-26T00:00:00Z
1987-01-R,1987-01,R,1987-04-12T00:00:00Z
1987-02-R,1987-02,R,1987-05-03T00:00:00Z
1987-03-R,1987-03,R,1987-05-17T00:00:00Z
1987-04-R,1987-04,R,1987-05-31T00:00:00Z
1987-05-R,1987-05,R,1987-06-21T00:00:00Z
1987-06-R,1987-06,R,1987-07-05T00:00:00Z
1987-07-R,1987-07,R,1987-07-12T00:00:00Z
1987-08-R,1987-08,R,1987-07-26T00:00:00Z
1987-09-R,1987-09,R,1987-08-09T00:00:00Z
1987-10-R,1987-10,R,1987-08-16T00:00:00Z
1987-11-R,1987-11,R,1987-09-06T00:00:00Z
1987-12-R,1987-12,R,1987-09-20T00:00:00Z
1987-13-R,1987-13,R,1987-09-27T00:00:00Z
1987-14-R,1987-14,R,1987-10-18T00:00:00Z
1987-15-R,1987-15,R,1987-11-01T00:00:00Z
1987-16-R,1987-16,R,1987-11-15T00:00:00Z
1988-01-R,1988-01,R,1988-04-03T00:00:00Z
1988-02-R,1988-02,R,1988-05-01T00:00:00Z
1988-03-R,1988-03,R,1988-05-15T00:00:00Z
1988-04-R,1988-04,R,1988-05-29T00:00:00Z
1988-05-R,1988-05,R,1988-06-12T00:00:00Z
1988-06-R,1988-06,R,1988-06-19T00:00:00Z
1988-07-R,1988-07,R,1988-07-03T00:00:00Z
1988-08-R,1988-08,R,1988-07-10T00:00:00Z
1988-09-R,1988-09,R,1988-07-24T00:00:00Z
1988-10-R,1988-10,R,1988-08-07T00:00:00Z
1988-11-R,1988-11,R,1988-08-28T00:00:00Z
1988-12-R,1988-12,R,1988-09-11T00:00:00Z
1988-13-R,1988-13,R,1988-09-25T00:00:00Z
1988-14-R,1988-14,R,1988-10-02T00:00:00Z
1988-15-R,1988-15,R,1988-10-30T00:00:00Z
1988-16-R,1988-16,R,1988-11-13T00:00:00Z
1989-01-R,1989-01,R,1989-03-26T00:00:00Z
1989-02-R,1989-02,R,1989-04-23T00:00:00Z
1989-03-R,1989-03,R,1989-05-07T00:00:00Z
1989-04-R,1989-04,R,1989-05-28T00:00:00Z
1989-05-R,1989-05,R,1989-06-04T00:00:00Z
1989-06-R,1989-06,R,1989-06-18T00:00:00Z
1989-07-R,1989-07,R,1989-07-09T00:00:00Z
1989-08-R,1989-08,R,1989-07-16T00:00:00Z
1989-09-R,1989-09,R,1989-07-30T00:00:00Z
1989-10-R,1989-10,R,1989-08-13T00:00:00Z
1989-11-R,1989-11,R,1989-08-27T00:00:00Z
1989-12-R,1989-12,R,1989-09-10T00:00:00Z
1989-13-R,1989-13,R,1989-09-24T00:00:00Z
1989-14-R,1989-14,R,1989-10-01T00:00:00Z
1989-15-R,1989-15,R,1989-10-22T00:00:00Z
1989-16-R,1989-16,R,1989-11-05T00:00:00Z
1990-01-R,1990-01,R,1990-03-11T00:00:00Z
1990-02-R,1990-02,R,1990-03-25T00:00:00Z
1990-03-R,1990-03,R,1990-05-13T00:00:00Z
1990-04-R,1990-04,R,1990-05-27T00:00:00Z
1990-05-R,1990-05,R,1990-06-10T00:00:00Z
1990-06-R,1990-06,R,1990-06-24T00:00:00Z
1990-07-R,1990-07,R,1990-07-08T00:00:00Z
1990-08-R,1990-08,R,1990-07-15T00:00:00Z
1990-09-R,1990-09,R,1990-07-29T00:00:00Z
1990-10-R,1990-10,R,1990-08-12T00:00:00Z
1990-11-R,1990-11,R,1990-08-26T00:00:00Z
1990-12-R,1990-12,R,1990-09-09T00:00:00Z
1990-13-R,1990-13,R,1990-09-23T00:00:00Z
1990-14-R,1990-14,R,1990-09-30T00:00:00Z
1990-15-R,1990-15,R,1990-10-21T00:00:00Z
1990-16-R,1990-16,R,1990-11-04T00:00:00Z
1991-01-R,1991-01,R,1991-03-10T00:00:00Z
1991-02-R,1991-02,R,1991-03-24T00:00:00Z
1991-03-R,1991-03,R,1991-04-28T00:00:00Z
1991-04-R,1991-04,R,1991-05-12T00:00:00Z
1991-05-R,1991-05,R,1991-06-02T00:00:00Z
1991-06-R,1991-06,R,1991-06-16T00:00:00Z
1991-07-R,1991-07,R,1991-07-07T00:00:00Z
1991-08-R,1991-08,R,1991-07-14T00:00:00Z
1991-09-R,1991-09,R,1991-07-28T00:00:00Z
1991-10-R,1991-10,R,1991-08-11T00:00:00Z
1991-11-R,1991-11,R,1991-08-25T00:00:00Z
1991-12-R,1991-12,R,1991-09-08T00:00:00Z
1991-13-R,1991-13,R,1991-09-22T00:00:00Z
1991-14-R,1991-14,R,1991-09-29T00:00:00Z
1991-15-R,1991-15,R,1991-10-20T00:00:00Z
1991-16-R,1991-16,R,1991-11-03T00:00:00Z
1992-01-R,1992-01,R,1992-03-01T00:00:00Z
1992-02-R,1992-02,R,1992-03-22T00:00:00Z
1992-03-R,1992-03,R,1992-04-05T00:00:00Z
1992-04-R,1992-04,R,1992-05-03T00:00:00Z
1992-05-R,1992-05,R,1992-05-17T00:00:00Z
1992-06-R,1992-06,R,1992-05-31T00:00:00Z
1992-07-R,1992-07,R,1992-06-14T00:00:00Z
1992-08-R,1992-08,R,1992-07-05T00:00:00Z
1992-09-R,1992-09,R,1992-07-12T00:00:00Z
1992-10-R,1992-10,R,1992-07-26T00:00:00Z
1992-11-R,1992-11,R,1992-08-16T00:00:00Z
1992-12-R,1992-12,R,1992-08-30T00:00:00Z
1992-13-R,1992-13,R,1992-09-13T00:00:00Z
1992-14-R,1992-14,R,1992-09-27T00:00:00Z
1992-15-R,1992-15,R,1992-10-25T00:00:00Z
1992-16-R,1992-16,R,1992-11-08T00:00:00Z
1993-01-R,1993-01,R,1993-03-14T00:00:00Z
1993-02-R,1993-02,R,1993-03-28T00:00:00Z
1993-03-R,1993-03,R,1993-04-11T00:00:00Z
1993-04-R,1993-04,R,1993-04-25T00:00:00Z
1993-05-R,1993-05,R,1993-05-09T00:00:00Z
1993-06-R,1993-06,R,1993-05-23T00:00:00Z
1993-07-R,1993-07,R,1993-06-13T00:00:00Z
1993-08-R,1993-08,R,1993-07-04T00:00:00Z
1993-09-R,1993-09,R,1993-07-11T00:00:00Z
1993-10-R,1993-10,R,1993-07-25T00:00:00Z
1993-11-R,1993-11,R,1993-08-15T00:00:00Z
1993-12-R,1993-12,R,1993-08-29T00:00:00Z
1993-13-R,1993-13,R,1993-09-12T00:00:00Z
1993-14-R,1993-14,R,1993-09-26T00:00:00Z
1993-15-R,1993-15,R,1993-10-24T00:00:00Z
1993-16-R,1993-16,R,1993-11-07T00:00:00Z
1994-01-R,1994-01,R,1994-03-27T00:00:00Z
1994-02-R,1994-02,R,1994-04-17T00:00:00Z
1994-03-R,1994-03,R,1994-05-01T00:00:00Z
1994-04-R,1994-04,R,1994-05-15T00:00:00Z
1994-05-R,1994-05,R,1994-05-29T00:00:00Z
1994-06-R,1994-06,R,1994-06-12T00:00:00Z
1994-07-R,1994-07,R,1994-07-03T00:00:00Z
1994-08-R,1994-08,R,1994-07-10T00:00:00Z
1994-09-R,1994-09,R,1994-07-31T00:00:00Z
1994-10-R,1994-10,R,1994-08-14T00:00:00Z
1994-11-R,1994-11,R,1994-08-28T00:00:00Z
1994-12-R,1994-12,R,1994-09-11T00:00:00Z
1994-13-R,1994-13,R,1994-09-25T00:00:00Z
1994-14-R,1994-14,R,1994-10-16T00:00:00Z
1994-15-R,1994-15,R,1994-11-06T00:00:00Z
1994-16-R,1994-16,R,1994-11-13T00:00:00Z
1995-01-R,1995-01,R,1995-03-26T00:00:00Z
1995-02-R,1995-02,R,1995-04-09T00:00:00Z
1995-03-R,1995-03,R,1995-04-30T00:00:00Z
1995-04-R,1995-04,R,1995-05-14T00:00:00Z
1995-05-R,1995-05,R,1995-05-28T00:00:00Z
1995-06-R,1995-06,R,1995-06-11T00:00:00Z
1995-07-R,1995-07,R,1995-07-02T00:00:00Z
1995-08-R,1995-08,R,1995-07-16T00:00:00Z
1995-09-R,1995-09,R,1995-07-30T00:00:00Z
1995-10-R,1995-10,R,1995-08-13T00:00:00Z
1995-11-R,1995-11,R,1995-08-27T00:00:00Z
1995-12-R,1995-12,R,1995-09-10T00:00:00Z
1995-13-R,1995-13,R,1995-09-24T00:00:00Z
1995-14-R,1995-14,R,1995-10-01T00:00:00Z
1995-15-R,1995-15,R,1995-10-22T00:00:00Z
1995-16-R,1995-16,R,1995-10-29T00:00:00Z
1995-17-R,1995-17,R,1995-11-12T00:00:00Z
1996-01-R,1996-01,R,1996-03-10T00:00:00Z
1996-02-R,1996-02,R,1996-03-31T00:00:00Z
1996-03-R,1996-03,R,1996-04-07T00:00:00Z
1996-04-R,1996-04,R,1996-04-28T00:00:00Z
1996-05-R,1996-05,R,1996-05-05T00:00:00Z
1996-06-R,1996-06,R,1996-05-19T00:00:00Z
1996-07-R,1996-07,R,1996-06-02T00:00:00Z
1996-08-R,1996-08,R,1996-06-16T00:00:00Z
1996-09-R,1996-09,R,1996-06-30T00:00:00Z
1996-10-R,1996-10,R,1996-07-14T00:00:00Z
1996-11-R,1996-11,R,1996-07-28T00:00:00Z
1996-12-R,1996-12,R,1996-08-11T00:00:00Z
1996-13-R,1996-13,R,1996-08-25T00:00:00Z
1996-14-R,1996-14,R,1996-09-08T00:00:00Z
1996-15-R,1996-15,R,1996-09-22T00:00:00Z
