entrantId,positionOrder,positionText,laps,time
6123,1,1,,110343
6122,2,2,,111291
6171,3,3,,112298
6170,4,4,,112535
6126,5,5,,113594
6143,6,6,,113983
6136,7,7,,114012
6153,8,8,,114794
6125,9,9,,114804
6144,10,10,,115093
6174,11,11,,115322
6161,12,12,,115764
6162,13,13,,115943
6141,14,14,,116705
6142,15,15,,116769
6132,16,16,,116974
6127,17,17,,117037
6168,18,18,,117427
6135,19,19,,117751
6149,20,20,,117892
6159,21,21,,117898
6165,22,22,,118100
6157,23,23,,118614
6150,24,24,,118680
6124,25,25,,118725
6155,26,26,,118862
6172,27,27,,119000
6169,28,28,,119940
6154,29,29,,120441
6156,30,30,,162988
