entrantId,positionOrder,positionText,laps,time
6122,1,1,,109100
6123,2,2,,109485
6126,3,3,,110666
6170,4,4,,111369
6171,5,5,,111832
6127,6,6,,112646
6125,7,7,,112899
6174,8,8,,113290
6162,9,9,,113371
6143,10,10,,113460
6136,11,11,,113603
6161,12,12,,113664
6153,13,13,,114186
6142,14,14,,114211
6168,15,15,,114446
6157,16,16,,114814
6156,17,17,,114921
6132,18,18,,115483
6165,19,19,,115523
6149,20,20,,115679
6124,21,21,,115874
6159,22,22,,115945
6135,23,23,,116027
6141,24,24,,116131
6169,25,25,,116218
6154,26,26,,116561
6150,27,27,,116594
6144,28,28,,117232
6172,29,29,,117556
6155,30,30,,303624
