entrantId,positionOrder,positionText,laps,time
6291,1,1,7,97209
6331,2,2,12,97696
6310,3,3,9,97742
6340,4,4,11,97768
6346,5,5,10,97828
6300,6,6,12,97880
6328,7,7,10,97907
6293,8,8,12,97998
6294,9,9,10,98076
6299,10,10,12,98533
6329,11,11,12,98570
6296,12,12,10,99030
6290,13,13,12,99266
6289,14,14,11,99462
6349,15,15,9,99483
6323,16,16,9,99548
6342,17,17,12,99721
6295,18,18,10,99868
6306,19,19,12,100042
6348,20,20,11,100577
6324,21,21,12,100652
6302,22,22,11,100978
6343,23,23,12,100990
6311,24,24,11,101659
6347,25,25,12,101805
6350,26,26,9,105004
6339,27,27,5,106374
6338,28,28,9,106629
