entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
5605,1,1,6399577,4,,70,9,1,9,,,
5637,2,2,6413377,8,,70,6,1,6,13800,,
5611,3,3,6461417,6,,70,4,1,4,"01:01,84",,
5639,4,4,,10,,69,3,1,3,+1 lap,,
5660,5,5,,16,,69,2,1,2,+1 lap,,
5644,6,6,,9,,68,1,1,1,,,Out of fuel
5655,7,7,,13,,68,0,1,0,,,Out of fuel
5630,8,8,,17,,68,0,1,0,+2 laps,,
5628,9,9,,1,,67,0,1,0,+3 laps,,
5649,10,10,,12,,66,0,1,0,,,Out of fuel
5662,11,11,,22,,66,0,1,0,+4 laps,,
5652,12,NC,,26,,59,0,1,0,+11 laps,,
5656,13,DNF,,7,,52,0,1,0,,,Gearbox
5663,14,DNF,,21,,47,0,1,0,,,Engine
5607,15,DNF,,15,,41,0,1,0,,,Engine
5618,16,DNF,,3,,30,0,1,0,,,Engine
5619,17,DNF,,2,,28,0,1,0,,,Spun off
5658,18,DNF,,24,,20,0,1,0,,,Engine
5638,19,DNF,,11,,17,0,1,0,,,Clutch
5650,20,DNF,,19,,8,0,1,0,,,Fuel system
5668,21,DNF,,20,,2,0,1,0,,,Clutch
5645,22,DNF,,5,,1,0,1,0,,,Collision
5640,23,DNF,,14,,1,0,1,0,,,Collision
5669,24,DNF,,25,,0,0,1,0,,,Collision
5631,25,DNF,,18,,0,0,1,0,,,Withdrew
5632,26,DNF,,23,,0,0,1,0,,,Fatal collision
