sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
2017-08-R,7096,1,1,7435573,10,,51,25,1,25,,,
2017-08-R,7114,2,2,7439477,2,,51,18,1,18,3904,,
2017-08-R,7103,3,3,7439582,8,,51,15,1,15,4009,,
2017-08-R,7097,4,4,7441549,4,,51,12,1,12,5976,,
2017-08-R,7112,5,5,7441761,1,,51,10,1,10,6188,,
2017-08-R,7109,6,6,7465871,7,,51,8,1,8,30298,,
2017-08-R,7105,7,7,7477326,12,,51,6,1,6,41753,,
2017-08-R,7113,8,8,7484973,15,3,51,4,1,4,49400,,
2017-08-R,7102,9,9,7495124,19,40,51,2,1,2,59551,,
2017-08-R,7115,10,10,7524666,14,,51,1,1,1,"01:29,09",,
2017-08-R,7100,11,11,7527367,17,,51,0,1,0,"01:31,79",,
2017-08-R,7095,12,12,7527733,18,35,51,0,1,0,"01:32,16",,
2017-08-R,7099,13,13,,16,,50,0,1,0,+1 lap,,
2017-08-R,7098,14,14,,3,,46,0,1,0,,,Oil leak
2017-08-R,7101,15,DNF,,6,,39,0,1,0,,,Steering
2017-08-R,7104,16,DNF,,9,,25,0,1,0,,,Suspension
2017-08-R,7107,17,DNF,,13,,24,0,1,0,,,Accident
2017-08-R,7110,18,DNF,,5,,12,0,1,0,,,Oil pressure
2017-08-R,7106,19,DNF,,11,,9,0,1,0,,,Electrical
2017-08-R,7108,20,DNF,,20,,7,0,1,0,,,Engine
