entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
6671,1,1,5358531,1,,57,10,1,10,,,
6681,2,2,5371940,3,,57,8,1,8,13409,,
6675,3,3,5390594,9,,57,6,1,6,32063,,
6682,4,4,5411803,6,,57,5,1,5,53272,,
6694,5,5,5423519,8,,57,4,1,4,"01:04,99",,
6673,6,6,5433232,5,,57,3,1,3,"01:14,70",,
6678,7,7,,12,,56,2,1,2,+1 lap,,
6679,8,8,,14,,56,1,1,1,+1 lap,,
6693,9,9,,20,,56,0,1,0,+1 lap,,
6683,10,10,,16,,55,0,1,0,+2 laps,,
6677,11,11,,15,,54,0,1,0,,,Suspension
6685,12,12,,19,,54,0,1,0,+3 laps,,
6686,13,13,,18,,53,0,1,0,+4 laps,,
6669,14,DNF,,11,,46,0,1,0,,,Clutch
6670,15,DNF,,13,,27,0,1,0,,,Brakes
6674,16,DNF,,4,,25,0,1,0,,,Engine
6692,17,DNF,,2,,12,0,1,0,,,Hydraulics
6672,18,DNF,,10,,4,0,1,0,,,Engine
6684,19,DNF,,17,,2,0,1,0,,,Electrical
6680,20,DNS,,7,,,0,1,0,,,
