entrantId,lap,time,timeOfDay,annotation
6888,12,35084,14:19:30,
6885,15,25280,14:22:57,
6889,15,25189,14:23:33,
6882,16,28536,14:24:15,
6883,16,37735,14:24:32,
6886,17,25352,14:25:41,
6902,19,26477,14:29:21,
6895,20,24970,14:30:24,
6884,22,31445,14:33:00,
6907,22,26827,14:33:33,
6904,24,25595,14:36:13,
6893,25,26468,14:37:09,
6905,25,28325,14:38:46,
6887,26,26615,14:38:20,
6895,27,19360,14:40:23,
6891,28,28856,14:41:17,
6900,29,25907,14:43:07,
6892,32,25921,14:46:47,
6895,32,47226,14:47:35,
6906,32,28298,14:49:02,
6885,33,26421,14:46:57,
6890,33,25851,14:48:15,
6899,33,26073,14:48:16,
6889,33,25310,14:48:50,
6908,33,27577,14:49:39,
6905,33,39917,14:51:08,
6886,34,31382,14:48:45,
6897,34,28642,14:49:49,
6894,34,25037,14:49:51,
6884,43,19347,15:03:45,
6904,46,26065,15:09:08,
6885,48,24670,15:09:55,
6884,49,26977,15:12:04,
6902,52,25878,15:17:38,
6889,53,25116,15:18:33,
6893,54,25687,15:18:38,
6883,55,26269,15:19:56,
6900,56,27550,15:22:30,
6899,62,25045,15:30:24,
6908,63,26464,15:33:21,
6894,68,27879,15:37:52,
6892,68,25675,15:38:54,
6890,69,26281,15:40:13,
