entrantId,positionOrder,positionText,laps,time
6854,1,1,14,114099
6850,2,2,13,114368
6852,3,3,15,114500
6849,4,4,13,114533
6851,5,5,16,114646
6853,6,6,14,114739
6847,7,7,14,115000
6857,8,8,15,115331
6860,9,9,11,115432
6856,10,10,13,115461
6859,11,11,13,115521
6848,12,12,8,115860
6867,13,13,14,116063
6855,14,14,15,116259
6861,15,15,17,116295
6862,16,16,16,116504
6868,17,17,14,116530
6858,18,18,16,116811
6869,19,19,10,119173
6864,20,20,15,119789
6863,21,21,5,121259
6866,22,22,11,124001
6870,23,23,2,
