sessionId,entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,gap,timePenalty,reasonRetired
1979-01-R,5405,1,1,5763210,1,,53,9,1,9,,,
1979-01-R,5386,2,2,5778150,3,,53,6,1,6,14940,,
1979-01-R,5391,3,3,5852020,6,,53,4,1,4,"01:28,81",,
1979-01-R,5404,4,4,5864930,2,,53,3,1,3,"01:41,72",,
1979-01-R,5385,5,5,,7,,52,2,1,2,+1 lap,,
1979-01-R,5396,6,6,,11,,52,1,1,1,+1 lap,,
1979-01-R,5400,7,7,,16,,52,0,1,0,+1 lap,,
1979-01-R,5409,8,8,,14,,51,0,1,0,+2 laps,,
1979-01-R,5406,9,9,,15,,51,0,1,0,+2 laps,,
1979-01-R,5407,10,10,,17,,51,0,1,0,+2 laps,,
1979-01-R,5402,11,11,,24,,51,0,1,0,+2 laps,,
1979-01-R,5395,12,12,,10,,48,0,1,0,,,Engine
1979-01-R,5410,13,DNF,,19,,46,0,1,0,,,Suspension
1979-01-R,5399,14,DNF,,21,,42,0,1,0,,,Transmission
1979-01-R,5401,15,DNF,,18,,41,0,1,0,,,Electrical
1979-01-R,5388,16,DNF,,4,,15,0,1,0,,,Engine
1979-01-R,5397,17,DNF,,12,,15,0,1,0,,,Engine
1979-01-R,5389,18,DNF,,23,,8,0,1,0,,,Fuel system
1979-01-R,5398,19,DNF,,25,,6,0,1,0,,,Engine
1979-01-R,5394,20,DNF,,5,,0,0,1,0,,,Collision
1979-01-R,5387,21,DNF,,8,,0,0,1,0,,,Collision
1979-01-R,5392,22,DNF,,9,,0,0,1,0,,,Collision
1979-01-R,5390,23,DNF,,20,,0,0,1,0,,,Collision
1979-01-R,5403,24,DNF,,22,,0,0,1,0,,,Collision
1979-01-R,5408,25,DNS,,13,,,0,1,0,,,Accident
