entrantId,positionOrder,positionText,time,gridPosition,gridPenalty,laps,points,pointsCountForWDC,pointsGained,timePenalty,reasonRetired
2039,1,1,9011600,1,,75,8,1,8,,
2036,2,2,9033800,7,,75,6.5,1,6.5,,
2041,3,3,9034000,8,,75,4.5,1,4.5,,
2037,4,4,,3,,74,3,1,3,,
2042,5,5,,4,,74,2,1,2,,
2034,6,6,,2,,74,0,1,0,,
2040,7,7,,5,,73,0,1,0,,
2048,8,8,,12,,71,0,1,0,,
2046,9,9,,9,,70,0,1,0,,
2056,10,10,,16,,70,0,1,0,,
2061,11,11,,21,,69,0,1,0,,
2058,12,12,,23,,69,0,1,0,,
2055,13,13,,18,,69,0,1,0,,
2035,14,DNF,,6,,69,0,1,0,,Ignition
2052,15,DNF,,20,,57,0,1,0,,Accident
2053,16,DNF,,11,,53,0,1,0,,Spun off
2051,17,DNF,,15,,39,0,1,0,,Gearbox
2038,18,DNF,,10,,37,0,1,0,,Brakes
2044,19,DNF,,13,,31,0,1,0,,Transmission
2045,20,DNF,,19,,21,0,1,0,,Gearbox
2064,21,DNF,,22,,19,0,1,0,,Overheating
2050,22,DNF,,14,,18,0,1,0,,Transmission
2057,23,DNF,,24,,17,0,1,0,,Transmission
2043,24,DNF,,17,,13,0,1,0,,Ignition
