entrantId,positionOrder,positionText,laps,time
5814,1,1,,68020
5809,2,2,,69204
5808,3,3,,69277
5834,4,4,,69762
5803,5,5,,70345
5850,6,6,,70396
5807,7,7,,70537
5827,8,8,,70877
5818,9,9,,70918
5844,10,10,,70963
5839,11,11,,71014
5837,12,12,,71296
5830,13,13,,71309
5826,14,14,,71312
5813,15,15,,71530
5817,16,16,,71608
5854,17,17,,72496
5840,18,18,,72766
5833,19,19,,73024
5838,20,20,,73048
5848,21,21,,73517
5852,22,22,,74050
5846,23,23,,74355
5851,24,24,,75947
5832,25,25,,76842
5855,26,26,,76879
5845,27,27,,76994
