entrantId,lap,time,timeOfDay,annotation
6970,1,30975,14:05:19,
6973,13,24460,14:23:23,
6982,17,25569,14:29:42,
6983,18,26302,14:31:18,
6971,20,27040,14:33:49,
6968,21,24450,14:35:17,
6981,22,24319,14:36:44,
6969,22,25933,14:36:45,
6984,22,25541,14:37:35,
6964,23,24305,14:37:56,
6965,23,24205,14:38:07,
6985,23,26146,14:39:08,
6967,24,24692,14:39:35,
6974,24,25633,14:39:37,
6977,24,26873,14:39:52,
6978,24,25397,14:39:58,
6979,25,24665,14:41:33,
6972,26,24079,14:42:35,
6966,27,24208,14:43:56,
6975,27,24668,14:44:20,
6970,30,24764,14:48:51,
6973,38,24315,15:00:35,
6982,38,26363,15:01:38,
6983,39,33200,15:03:12,
