entrantId,lap,time,timeOfDay,annotation
7196,6,28417,14:22:39,
7191,7,28356,14:24:09,
7204,7,27892,14:24:23,
7202,8,28391,14:25:59,
7195,9,28934,14:27:31,
7188,9,28696,14:27:35,
7186,12,27949,14:31:56,
7203,13,28408,14:33:10,
7200,14,28406,14:34:45,
7185,14,28587,14:34:58,
7207,15,28981,14:36:26,
7190,17,29377,14:40:00,
7194,18,28235,14:41:04,
7193,18,29419,14:41:13,
7197,19,28036,14:43:00,
7195,20,29389,14:45:03,
7201,22,35864,14:47:30,
7198,22,28093,14:47:36,
7187,22,28167,14:47:40,
7191,23,28306,14:49:25,
7202,24,28331,14:51:11,
7199,26,29115,14:53:04,
7185,26,28167,14:53:46,
7189,26,29296,14:54:13,
7188,26,28086,14:54:19,
7186,29,28874,14:58:32,
7207,30,28386,14:59:44,
7196,30,27858,15:00:01,
7194,31,27974,15:01:17,
7199,32,28986,15:02:28,
7203,32,28188,15:02:31,
7187,33,28352,15:04:55,
7204,33,27693,15:05:16,
7201,34,28772,15:06:26,
7197,35,28365,15:07:54,
7185,35,28057,15:08:07,
7190,38,29803,15:12:59,
7202,39,28692,15:14:39,
7200,41,29402,15:16:16,
7207,44,28736,15:21:21,
7188,46,29049,15:25:31,
